Symbol,Name,ISIN,Exchange,Series,yfinance_symbol
PEOPLIN,Peoples Investments Ltd.,INE644U01015,BSE,EQ,PEOPLIN.BO
DSINVEST,Dalal Street Investments Ltd.,INE422D01012,BSE,EQ,DSINVEST.BO
KARTKIN,Kartik Investments Trust Ltd.,INE524U01019,BSE,EQ,KARTKIN.BO
ANTARIKSH,ANTARIKSH INDUSTRIES LIMITED,INE825M01017,BSE,EQ,ANTARIKSH.BO
INDPRUD,Industrial & Prudential Inv. Co. Lt,INE620D01011,BSE,EQ,INDPRUD.BO
TATAINVEST,Tata Investment Corporation Ltd.,INE672A01026,BSE,EQ,TATAINVEST.BO
JAYBHCR,Jayabharat Credit Ltd.,INE998D01011,BSE,EQ,JAYBHCR.BO
PRISMX,PRISMX GLOBAL VENTURES LIMITED,INE286N01028,BSE,EQ,PRISMX.BO
RAPIDIN,Rapid Investments Ltd.,INE154M01012,BSE,EQ,RAPIDIN.BO
WALCHPF,Walchand Peoplefirst Limited,INE695D01021,BSE,EQ,WALCHPF.BO
ZSWASTSA,Swastik Safe Deposit & Invest. Ltd.,INE094R01019,BSE,EQ,ZSWASTSA.BO
WHBRADY,W.H. Brady & Co. Ltd.,INE855A01019,BSE,EQ,WHBRADY.BO
TECHNVISN,TechNVision Ventures Limited,INE314H01012,BSE,EQ,TECHNVISN.BO
BOMBCYC,Bombay Cycle & Motor Agency Ltd.,INE691K01017,BSE,EQ,BOMBCYC.BO
MULLER,Muller & Phipps (India) Ltd.,INE003F01015,BSE,EQ,MULLER.BO
SFTL,SPRINGFORM TECHNOLOGY LIMITED,INE02ZA01012,BSE,EQ,SFTL.BO
AMALGAM,Amalgamated Electricity Co. Ltd.,INE492N01022,BSE,EQ,AMALGAM.BO
ANANDPROJ,Anand Projects Ltd,INE134R01013,BSE,EQ,ANANDPROJ.BO
INDIANVSH,India Nivesh Limited,INE131H01028,BSE,EQ,INDIANVSH.BO
DHENUBUILD,Dhenu Buildcon Infra Limited,INE758D01027,BSE,EQ,DHENUBUILD.BO
ASIIL,ASI INDUSTRIES LIMITED,INE443A01030,BSE,EQ,ASIIL.BO
LERTHAI,LERTHAI FINANCE LIMITED,INE347D01011,BSE,EQ,LERTHAI.BO
RASSIREF,Raasi Refractories Limited.,INE858D01017,BSE,EQ,RASSIREF.BO
TRIVENIGQ,Triveni Glass Ltd.,INE094C01011,BSE,EQ,TRIVENIGQ.BO
NILACHAL,Nilachal Refractories Ltd.,INE416N01013,BSE,EQ,NILACHAL.BO
CITADEL,Citadel Realty And Developers Limited,INE906D01014,BSE,EQ,CITADEL.BO
NATHIND,NATH INDUSTRIES LIMITED,INE777A01023,BSE,EQ,NATHIND.BO
VAPIENTER,VAPI ENTERPRISE LIMITED,INE464D01014,BSE,EQ,VAPIENTER.BO
ZGAEKWAR,Gaekwar Mills Ltd.,INE837X01027,BSE,EQ,ZGAEKWAR.BO
HPCOTTON,H.P. Cotton Textile Mills Ltd.,INE950C01014,BSE,EQ,HPCOTTON.BO
UNITEDINT,United Interactive Limited,INE706D01018,BSE,EQ,UNITEDINT.BO
JAMSHRI,JAMSHRI REALTY LIMITED,INE462D01034,BSE,EQ,JAMSHRI.BO
KATRSPG,Katare Spinning Mills Ltd.,INE498G01015,BSE,EQ,KATRSPG.BO
PASUSPG,Pasupati Spg. & Wvg. Mills Ltd.,INE909B01020,BSE,EQ,PASUSPG.BO
RAJABAH,Raja Bahadur International Ltd,INE491N01016,BSE,EQ,RAJABAH.BO
SIMPLXREA,Simplex Realty Limited,INE167H01014,BSE,EQ,SIMPLXREA.BO
VICTMILL,Victoria Mills Ltd.,INE203D01016,BSE,EQ,VICTMILL.BO
ZSVTRADI,S.V. Trading & Agencies Ltd.,INE404N01019,BSE,EQ,ZSVTRADI.BO
ZSVARAJT,Svaraj Trading & Agencies Ltd.,INE406N01014,BSE,EQ,ZSVARAJT.BO
KSHITIJ,Kshitij Investments Ltd,INE733N01011,BSE,EQ,KSHITIJ.BO
SALSAIN,Shree Salasar Investment Ltd.,INE315N01017,BSE,EQ,SALSAIN.BO
INDSOYA,Indsoya Limited,INE314N01028,BSE,EQ,INDSOYA.BO
ZODIACVEN,Zodiac Ventures Limited,INE945J01027,BSE,EQ,ZODIACVEN.BO
VEERENRGY,Veer Energy & Infrastructure Limited,INE255E01030,BSE,EQ,VEERENRGY.BO
SW1,SW Investments Limited,INE948K01011,BSE,EQ,SW1.BO
TILAK,Tilak Ventures Limited,INE026L01022,BSE,EQ,TILAK.BO
UNIJOLL,Unijolly Investments Co. Ltd.,INE130N01010,BSE,EQ,UNIJOLL.BO
WAGEND,Wagend Infra Venture Limited,INE786K01023,BSE,EQ,WAGEND.BO
ELCIDIN,Elcid Investments Ltd.,INE927X01018,BSE,EQ,ELCIDIN.BO
MEDIAONE,Mediaone Global Entertainment Limited,INE828I01019,BSE,EQ,MEDIAONE.BO
HEALINV,Healthy Investments Ltd.,INE160N01017,BSE,EQ,HEALINV.BO
SHRENTI,Shreenath Investments Co. Ltd.,INE475V01012,BSE,EQ,SHRENTI.BO
MODWOOL,Modella Woollens Ltd.,INE380D01012,BSE,EQ,MODWOOL.BO
MODIPON,Modipon Ltd.,INE170C01019,BSE,EQ,MODIPON.BO
SHRIDINE,Shri Dinesh Mills Ltd.,INE204C01024,BSE,EQ,SHRIDINE.BO
SWADPOL,Swadeshi Polytex Ltd.,INE243N01029,BSE,EQ,SWADPOL.BO
SHRAJSYNQ,Shree Rajasthan Syntex Ltd.,INE796C01011,BSE,EQ,SHRAJSYNQ.BO
SHRMFGC,Shree Manufacturing Co. Ltd.,INE632A01012,BSE,EQ,SHRMFGC.BO
ZSATYASL,Satyam Silk Mills Ltd,INE07MC01015,BSE,EQ,ZSATYASL.BO
ELPROINTL,Elpro International Ltd.,INE579B01039,BSE,EQ,ELPROINTL.BO
GEE,GEE Ltd.,INE064H01021,BSE,EQ,GEE.BO
JYOTI,Jyoti Ltd.,INE511D01012,BSE,EQ,JYOTI.BO
JSLINDL,JSL Industries Ltd.,INE581L01018,BSE,EQ,JSLINDL.BO
KAYCEEI,Kaycee Industries Ltd.,INE813G01023,BSE,EQ,KAYCEEI.BO
INDOKEM,Indokem Ltd,INE716F01012,BSE,EQ,INDOKEM.BO
PERMAGN,Permanent Magnets Ltd.,INE418E01018,BSE,EQ,PERMAGN.BO
HIGHENE,High Energy Batteries (India) Ltd.,INE783E01023,BSE,EQ,HIGHENE.BO
STDBAT,Standard Batteries Ltd.,INE502C01039,BSE,EQ,STDBAT.BO
DLTNCBL,Delton Cables Ltd.,INE872E01016,BSE,EQ,DLTNCBL.BO
LAKSELEC,Lakshmi Electrical Control Systems,INE284C01018,BSE,EQ,LAKSELEC.BO
MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,INE064R01012,BSE,EQ,MODULEX.BO
LONGSPUR,Longspur International Ventures Limited,INE180M01033,BSE,EQ,LONGSPUR.BO
RRP,RRP SEMICONDUCTOR LIMITED,INE713N01013,BSE,EQ,RRP.BO
EMPOWER,Empower India Limited,INE507F01023,BSE,EQ,EMPOWER.BO
ZMULTIPU,Multipurpose Trading & Agencies Ltd,INE017P01014,BSE,EQ,ZMULTIPU.BO
RIDHISYN,Ridhi Synthetics Ltd.,INE07LK01010,BSE,EQ,RIDHISYN.BO
GRANDMA,Grandma Trading & Agencies Ltd.,INE927M01029,BSE,EQ,GRANDMA.BO
ZARDIINV,Ardi Investment & Trading Ltd.,INE0LKP01014,BSE,EQ,ZARDIINV.BO
SOFTBPO,Softbpo Global Services Ltd.,INE459E01012,BSE,EQ,SOFTBPO.BO
NYSSACORP,Nyssa Corporation Limited,INE812K01027,BSE,EQ,NYSSACORP.BO
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITED,INE952M01019,BSE,EQ,FLOMIC.BO
KRISHNA,Krishna Ventures Limited,INE537L01010,BSE,EQ,KRISHNA.BO
GANHOLD,Ganesh Holding Ltd.,INE932M01011,BSE,EQ,GANHOLD.BO
SJCORP,SJ Corporation Limited,INE312B01027,BSE,EQ,SJCORP.BO
UNIABEXAL,Uni-Abex Alloy Products Ltd.,INE361D01012,BSE,EQ,UNIABEXAL.BO
BGWTATO,Bhagwati Autocast Limited,INE106G01014,BSE,EQ,BGWTATO.BO
BOMBWIR,Bombay Wire Ropes Ltd.,INE089T01023,BSE,EQ,BOMBWIR.BO
AZADIND,AZAD INDIA MOBILITY LIMITED,INE566M01017,BSE,EQ,AZADIND.BO
INLCM,Indian Link Chain Mnfrs. Ltd.,INE359D01024,BSE,EQ,INLCM.BO
INVPRECQ,Investment & Precision Castings Ltd,INE155E01016,BSE,EQ,INVPRECQ.BO
INFORTEC,Informed Technologies India Ltd.,INE123E01014,BSE,EQ,INFORTEC.BO
KAIRA,Kaira Can Co. Ltd.,INE375D01012,BSE,EQ,KAIRA.BO
NATIONSTD,National Standard (India) Limited,INE166R01015,BSE,EQ,NATIONSTD.BO
RATHIST,Rathi Steel & Power Ltd,INE336C01016,BSE,EQ,RATHIST.BO
DUNCANENG,Duncan Engineering Limited,INE340F01011,BSE,EQ,DUNCANENG.BO
STOVACQ,Stovec Industries Ltd.,INE755D01015,BSE,EQ,STOVACQ.BO
ZWELCAST,Welcast Steels Ltd.,INE380G01015,BSE,EQ,ZWELCAST.BO
WMINIMT,Western Ministil Ltd.,INE187U01015,BSE,EQ,WMINIMT.BO
AUTOPRD,Automobile Products of India Ltd.,INE0NY101012,BSE,EQ,AUTOPRD.BO
ACGL,Automobile Corpn. of Goa Ltd.,INE451C01013,BSE,EQ,ACGL.BO
INRADIA,India Radiators Ltd.,INE461Y01016,BSE,EQ,INRADIA.BO
JAINEX,JAINEX AAMCOL LTD.,INE280F01019,BSE,EQ,JAINEX.BO
ALFREDHE,Alfred Herbert (India) Ltd.,INE782D01027,BSE,EQ,ALFREDHE.BO
VELJAN,Veljan Denison Limited,INE232E01013,BSE,EQ,VELJAN.BO
GGDPROP,G. G. Dandekar Properties Limited,INE631D01026,BSE,EQ,GGDPROP.BO
TULIVE,Tulive Developers Limited,INE637D01015,BSE,EQ,TULIVE.BO
KPT,KPT INDUSTRIES LIMITED,INE731D01024,BSE,EQ,KPT.BO
LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHOUSING LIMITED,INE718M01022,BSE,EQ,LAKSHMIEW.BO
LYNMC,Lynx Machinery & Commercials Ltd.,INE732D01014,BSE,EQ,LYNMC.BO
HARSHILAGR,HARSHIL AGROTECH LIMITED,INE098E01026,BSE,EQ,HARSHILAGR.BO
MONOT,Monotype India Ltd.,INE811D01024,BSE,EQ,MONOT.BO
INTEGRAEN,Integra Engineering India Ltd.,INE984B01023,BSE,EQ,INTEGRAEN.BO
PSITINFRA,PS IT Infrastructure & Services Limited,INE953M01033,BSE,EQ,PSITINFRA.BO
GHVINFRA,GHV INFRA PROJECTS LIMITED,INE809Q01020,BSE,EQ,GHVINFRA.BO
SHYMINV,Shyamkamal Investments Ltd.,INE203N01015,BSE,EQ,SHYMINV.BO
ZHEMHOLD,HEM Holdings and Trading Ltd.,INE721U01011,BSE,EQ,ZHEMHOLD.BO
MAHACORP,Maharashtra Corporation Ltd.,INE272E01027,BSE,EQ,MAHACORP.BO
ZKOVALIN,Kovalam Inv. & Trading Co.Ltd.,INE735U01011,BSE,EQ,ZKOVALIN.BO
MULTIIN,Multiplus Holdings Ltd.,INE886E01016,BSE,EQ,MULTIIN.BO
SKYLMILAR,Skyline Millars Ltd,INE178E01026,BSE,EQ,SKYLMILAR.BO
TAPARIA,Taparia Tools Ltd.,INE614R01014,BSE,EQ,TAPARIA.BO
BRADYM,Brady & Morris Engineering Co. Ltd.,INE856A01017,BSE,EQ,BRADYM.BO
LATIMMETAL,La Tim Metal & Industries Limited,INE501N01020,BSE,EQ,LATIMMETAL.BO
DECANBRG,Deccan Bearings Ltd.,INE498D01012,BSE,EQ,DECANBRG.BO
HIMTEK,HIM TEKNOFORGE LIMITED,INE705G01021,BSE,EQ,HIMTEK.BO
ALGOQUANT,ALGOQUANT FINTECH LIMITED,INE598D01035,BSE,EQ,ALGOQUANT.BO
SINGER,Singer India Limited,INE638A01035,BSE,EQ,SINGER.BO
INTLCOMBQ,International Combustion (India) Lt,INE403C01014,BSE,EQ,INTLCOMBQ.BO
JOSTS,Josts Engineering Co. Ltd.,INE636D01041,BSE,EQ,JOSTS.BO
MPCOSEMB,Mipco Seamless Rings (Gujarat) Ltd.,INE860N01012,BSE,EQ,MPCOSEMB.BO
ROLCOEN,Rolcon Engineering Co. Ltd.,INE775R01013,BSE,EQ,ROLCOEN.BO
SNL,SNL Bearings Ltd.,INE568F01017,BSE,EQ,SNL.BO
JAIPAN,Jaipan Industries Ltd,INE058D01030,BSE,EQ,JAIPAN.BO
WPIL,WPIL Ltd,INE765D01022,BSE,EQ,WPIL.BO
HINDHARD,HINDUSTAN HARDY LIMITED,INE724D01011,BSE,EQ,HINDHARD.BO
TRITONV,Triton Valves Ltd.,INE440G01017,BSE,EQ,TRITONV.BO
SUDAI,Sudal Industries Limited,INE618D01015,BSE,EQ,SUDAI.BO
HVL,HARIYANA VENTURES LIMITED,INE219D01012,BSE,EQ,HVL.BO
ZPRBHSTE,Prabhu Steel Industries Ltd.,INE821R01015,BSE,EQ,ZPRBHSTE.BO
STANROS,Stanrose Mafatlal Investments & Fin,INE441L01015,BSE,EQ,STANROS.BO
ALNATRD,Alna Trading & Exports Ltd.,INE07I701011,BSE,EQ,ALNATRD.BO
VOLKAI,Kairosoft AI Solutions Limited,INE820M01018,BSE,EQ,VOLKAI.BO
PARNAXLAB,Parnax Lab Limited,INE383L01019,BSE,EQ,PARNAXLAB.BO
GOURMET,GOURMET GATEWAY INDIA LIMITED,INE512D01028,BSE,EQ,GOURMET.BO
ISHWATR,Ishwarshakti Holdings & Traders Ltd,INE073I01012,BSE,EQ,ISHWATR.BO
TERRAFORM,Terraform Magnum Limited,INE122V01010,BSE,EQ,TERRAFORM.BO
APIS,Apis India Ltd,INE070K01014,BSE,EQ,APIS.BO
VELOX,Velox Shipping and Logistics Limited,INE092P01017,BSE,EQ,VELOX.BO
EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS LIMITED,INE668L01013,BSE,EQ,EMERGENT.BO
GCKL,GALAXY CLOUD KITCHENS LIMITED,INE403B01016,BSE,EQ,GCKL.BO
ZSARVAMA,Sarvamangal Mercantile Co. Ltd.,INE978L01016,BSE,EQ,ZSARVAMA.BO
SASHWAT,Sashwat Technocrats Limited,INE789D01014,BSE,EQ,SASHWAT.BO
STARSOURCE,STARSOURCE MULTITRADE LIMITED,INE320M01019,BSE,EQ,STARSOURCE.BO
FERMENTA,FERMENTA BIOTECH LIMITED,INE225B01021,BSE,EQ,FERMENTA.BO
JAYCH,Jayshree Chemicals Ltd.,INE693E01016,BSE,EQ,JAYCH.BO
KELENRG,Keltech Energies Ltd.,INE881E01017,BSE,EQ,KELENRG.BO
KEMP,Kemp & Company Limited,INE060E01018,BSE,EQ,KEMP.BO
MPAGI,M.P. Agro Industries Ltd.,INE468C01017,BSE,EQ,MPAGI.BO
PBGLOBAL,PB Global Limited,INE615W01011,BSE,EQ,PBGLOBAL.BO
AMAL,Amal Ltd,INE841D01013,BSE,EQ,AMAL.BO
POLYCHEM,Polychem Ltd,INE752B01024,BSE,EQ,POLYCHEM.BO
ZR2,ZR2 BIOENERGY LIMITED,INE218N01021,BSE,EQ,ZR2.BO
ULTRAMAR,Ultramarine & Pigments Ltd.,INE405A01021,BSE,EQ,ULTRAMAR.BO
GUJPETR,Gujarat Petrosynthese Ltd.,INE636P01011,BSE,EQ,GUJPETR.BO
SWADEIN,Swadeshi Industries Leasing Co. Ltd,INE716M01034,BSE,EQ,SWADEIN.BO
MASCH,Master Chemicals Ltd.,INE523D01017,BSE,EQ,MASCH.BO
SCBL,Saptak Chem And Business Limited,INE467X01023,BSE,EQ,SCBL.BO
MAKERSL,Makers Laboratories Ltd.,INE987A01010,BSE,EQ,MAKERSL.BO
CONTCHM,Continental Chemicals Ltd.,INE423K01015,BSE,EQ,CONTCHM.BO
IGLFXPL-B,Indo Gulf Industries  Ltd.,INE684U01011,BSE,EQ,IGLFXPL-B.BO
ADVPETR-B,Advance Petrochemicals Ltd.,INE334N01018,BSE,EQ,ADVPETR-B.BO
RAJSPTR,Rajasthan Petro Synthetics Ltd.,INE374C01017,BSE,EQ,RAJSPTR.BO
APTPACK,Apt Packaging Ltd,INE046E01025,BSE,EQ,APTPACK.BO
BLUECHIPT,Blue Chip Tex Industries Ltd.,INE472D01017,BSE,EQ,BLUECHIPT.BO
KESARENT,Kesar Enterprises Ltd.,INE133B01027,BSE,EQ,KESARENT.BO
EMERALL,Emerald Leisures Limited,INE044N01021,BSE,EQ,EMERALL.BO
RAVALSUGAR,The Ravalgaon Sugar Farm Limited,INE615A01025,BSE,EQ,RAVALSUGAR.BO
KFBL,Kothari Fermanatation & Biochem Ltd,INE991B01010,BSE,EQ,KFBL.BO
CAPRO,Caprolactam Chemicals ltd.,INE470N01010,BSE,EQ,CAPRO.BO
PICCASUG,Piccadily Sugar  & Allied Ltd.,INE544C01023,BSE,EQ,PICCASUG.BO
CJGEL,C.J. Gelatine Products Ltd.,INE557D01015,BSE,EQ,CJGEL.BO
THAKKERS,THAKKERS GROUP LIMITED,INE04VT01017,BSE,EQ,THAKKERS.BO
CORAGRO,Coromandel Agro Products & Oils Ltd,INE495D01018,BSE,EQ,CORAGRO.BO
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,INE014E01015,BSE,EQ,KLRFM.BO
OLYOI,Olympic Oil Industries Ltd.,INE286E01019,BSE,EQ,OLYOI.BO
MLKFOOD,Milkfood Ltd.,INE588G01021,BSE,EQ,MLKFOOD.BO
POLSON,Polson Ltd.,INE339F01021,BSE,EQ,POLSON.BO
SIGNGCL,SIGNATURE GREEN CORPORATION LIMITED,INE131O01024,BSE,EQ,SIGNGCL.BO
ORIBEVER,Orient Beverages Ltd.,INE247F01018,BSE,EQ,ORIBEVER.BO
TGVSL,TGV SRAAC LIMITED,INE284B01028,BSE,EQ,TGVSL.BO
LIMECHM,Lime Chemicals Ltd.,INE891G01011,BSE,EQ,LIMECHM.BO
UNTTEMI,United Leasing & Industries Ltd,INE357P01014,BSE,EQ,UNTTEMI.BO
NOL,National Oxygen Ltd.,INE296D01010,BSE,EQ,NOL.BO
WIREFABR,Wires & Fabriks (SA) Ltd.,INE469D01013,BSE,EQ,WIREFABR.BO
COMPUPN,Computer Point Ltd.,INE607B01012,BSE,EQ,COMPUPN.BO
MCCHRLS-B,Mac Charles (India) Ltd.,INE435D01014,BSE,EQ,MCCHRLS-B.BO
ADDIND,Addi Industries Ltd.,INE757C01021,BSE,EQ,ADDIND.BO
PIONRINV,Pioneer Investcorp Ltd,INE746D01014,BSE,EQ,PIONRINV.BO
ASHNOOR,Ashnoor Textiles Mills Ltd.,INE372I01018,BSE,EQ,ASHNOOR.BO
LKPFIN,LKP Finance Limited,INE724A01017,BSE,EQ,LKPFIN.BO
EASTBUILD,East Buildtech Limited,INE706N01017,BSE,EQ,EASTBUILD.BO
MNPLFIN,Manipal Finance Corporation Ltd.,INE798E01013,BSE,EQ,MNPLFIN.BO
BAJAJST,Bajaj Steel Industries Ltd.,INE704G01024,BSE,EQ,BAJAJST.BO
KIDUJA,Kiduja  India  Ltd,INE845A01028,BSE,EQ,KIDUJA.BO
KEYCORP,Key Corp Ltd,INE130F01016,BSE,EQ,KEYCORP.BO
SHIKHARLETR,Shikhar Leasing and Trading Ltd.,INE02BV01019,BSE,EQ,SHIKHARLETR.BO
GUJHOTE,Gujarat Hotels Ltd.,INE621C01011,BSE,EQ,GUJHOTE.BO
FYNX,FYNX CAPITAL LIMITED,INE455H01013,BSE,EQ,FYNX.BO
RASRESOR,Ras Resorts & Apart Hotels Ltd.,INE651D01016,BSE,EQ,RASRESOR.BO
JOLYPLS,Jolly Plastic Industries Ltd.,INE289M01016,BSE,EQ,JOLYPLS.BO
PARMCOS-B,Paramount Cosmetics (India) Ltd,INE143I01013,BSE,EQ,PARMCOS-B.BO
JINDHOT,Jindal Hotels Ltd.,INE726D01016,BSE,EQ,JINDHOT.BO
SERIND,SER Industries Ltd,INE358F01013,BSE,EQ,SERIND.BO
JPTRLES,Jupiter Industries & Leasing Ltd.,INE990E01016,BSE,EQ,JPTRLES.BO
SIMMOND,Simmonds-Marshall Ltd,INE657D01021,BSE,EQ,SIMMOND.BO
BNALTD,B & A Ltd.,INE489D01011,BSE,EQ,BNALTD.BO
COCHMAL,Cochin Malabar Estates & Indus. Ltd,INE788M01017,BSE,EQ,COCHMAL.BO
BESTEAST,Best Eastern Hotels Limited,INE553F01035,BSE,EQ,BESTEAST.BO
NEAGI,Neelamalai Agro Industries Ltd.,INE605D01012,BSE,EQ,NEAGI.BO
ISTLTD,IST Limited,INE684B01029,BSE,EQ,ISTLTD.BO
DIAMANT,Diamant Infrastructure Limited,INE206I01026,BSE,EQ,DIAMANT.BO
NEWMKTADV,New Markets Advisory Ltd,INE800K01014,BSE,EQ,NEWMKTADV.BO
NITINCAST,Nitin Castings Limited,INE861H01020,BSE,EQ,NITINCAST.BO
NEXOME,NEXOME CAPITAL MARKETS LIMITED,INE641A01013,BSE,EQ,NEXOME.BO
IRONWOOD,IRONWOOD EDUCATION LIMITED,INE791H01011,BSE,EQ,IRONWOOD.BO
MSRINDIA,MSR India Limited,INE331L01026,BSE,EQ,MSRINDIA.BO
AIRLTD,AVISHKAR INFRA REALTY LIMITED,INE433O01024,BSE,EQ,AIRLTD.BO
HBLEAS,HB Leasing & Finance Co. Ltd.,INE549B01016,BSE,EQ,HBLEAS.BO
SHRICON,Shricon Industries Ltd.,INE753D01010,BSE,EQ,SHRICON.BO
TRUSTWAVE,TRUSTWAVE SECURITIES LIMITED,INE668Y01016,BSE,EQ,TRUSTWAVE.BO
SULABEN,Sulabh Engineers & Services Limited,INE673M01029,BSE,EQ,SULABEN.BO
FRONTCAP,Frontier Capital Limited,INE977E01013,BSE,EQ,FRONTCAP.BO
NAVNETEDUL,Navneet Education Limited,INE060A01024,BSE,EQ,NAVNETEDUL.BO
KEDIACN,Kedia Construction Co. Ltd.,INE511J01027,BSE,EQ,KEDIACN.BO
TRANOCE,Transoceanic Properties Ltd.,INE074J01018,BSE,EQ,TRANOCE.BO
THAKRAL,Thakral Services (India) Limited,INE190F01028,BSE,EQ,THAKRAL.BO
GOLDLEG,Golden Legand Leasing & Finance Ltd,INE088E01019,BSE,EQ,GOLDLEG.BO
VJTFEDU,VJTF Eduservices Limited,INE117F01013,BSE,EQ,VJTFEDU.BO
VOLLF,Voltaire Leasing & Finance Ltd.,INE763D01019,BSE,EQ,VOLLF.BO
NETLINK,Netlink Solutions (India) Ltd.,INE040F01033,BSE,EQ,NETLINK.BO
TRILIANCE,TRILIANCE POLYMERS LIMITED,INE778N01016,BSE,EQ,TRILIANCE.BO
INDINFO,Indian Infotech And Software Ltd.,INE300B01022,BSE,EQ,INDINFO.BO
BANASFN,Banas Finance Limited,INE521L01030,BSE,EQ,BANASFN.BO
HATHWAYB,Hathway Bhawani Cabletel & Datacom,INE525B01016,BSE,EQ,HATHWAYB.BO
PHOTON,Photon Capital Advisors Ltd,INE107J01016,BSE,EQ,PHOTON.BO
OSWALEA,Oswal Leasing Ltd.,INE811Q01018,BSE,EQ,OSWALEA.BO
INDAG,Indag Rubber Ltd.,INE802D01023,BSE,EQ,INDAG.BO
MMRUBBR-B,M.M. Rubber Company Ltd.,INE159E01026,BSE,EQ,MMRUBBR-B.BO
SEL,Sanathnagar Enterprises Limited,INE367E01033,BSE,EQ,SEL.BO
BENARAS,Benares Hotels Ltd,INE664D01019,BSE,EQ,BENARAS.BO
BHAGWOX,Bhagwati Oxygen Ltd.,INE026I01010,BSE,EQ,BHAGWOX.BO
BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMITED,INE01TL01014,BSE,EQ,BOMOXY-B1.BO
CRAVATEX,Cravatex Ltd.,INE145E01017,BSE,EQ,CRAVATEX.BO
EMPIND,Empire Industries Ltd.,INE515H01014,BSE,EQ,EMPIND.BO
GRAVISSHO,Graviss Hospitality Ltd,INE214F01026,BSE,EQ,GRAVISSHO.BO
GARWAMAR,Garware Marine Industries Ltd.,INE925D01014,BSE,EQ,GARWAMAR.BO
HARDCAS,Hardcastle & Waud Mfg. Co. Ltd.,INE722D01015,BSE,EQ,HARDCAS.BO
ZHINDHSG,Hindustan Housing Co. Ltd.,INE083O01019,BSE,EQ,ZHINDHSG.BO
KOTIC,Kothari Industrial Corpn. Ltd.,INE972A01020,BSE,EQ,KOTIC.BO
MODRNSH,Modern Shares and Stockbrokers Ltd.,INE370A01019,BSE,EQ,MODRNSH.BO
MAPROIN,Mapro Industries Ltd,INE848M01019,BSE,EQ,MAPROIN.BO
OSEASPR,Oseaspre Consultants Ltd.,INE880P01015,BSE,EQ,OSEASPR.BO
PREMSYN,Premier Synthetics Ltd.,INE940N01012,BSE,EQ,PREMSYN.BO
RJSHAH,R.J. Shah & Co. Ltd.,INE712Z01019,BSE,EQ,RJSHAH.BO
SHAHCON,Shah Construction Co. Ltd.,INE02C301011,BSE,EQ,SHAHCON.BO
SINNAR,Sinnar Bidi Udyog Ltd.,INE896E01023,BSE,EQ,SINNAR.BO
HINDMILL,Hindoostan Mills Ltd.,INE832D01020,BSE,EQ,HINDMILL.BO
ZSOUTGAS,Southern Gas Ltd.,INE532U01012,BSE,EQ,ZSOUTGAS.BO
TECHCON,Technojet Consultants Ltd.,INE881P01013,BSE,EQ,TECHCON.BO
THACKER,Thacker & Co. Ltd.,INE077P01034,BSE,EQ,THACKER.BO
TRADWIN,Trade Wings Ltd.,INE961E01017,BSE,EQ,TRADWIN.BO
UPHOT,U.P. Hotels Ltd.,INE726E01014,BSE,EQ,UPHOT.BO
SWASTIVI,Swasti Vinayaka Synthetics Ltd.,INE804A01025,BSE,EQ,SWASTIVI.BO
MADHUSE,Madhusudan Securities Ltd,INE856D01011,BSE,EQ,MADHUSE.BO
YAMNINV,Yamini Investments Company Limited,INE457N01025,BSE,EQ,YAMNINV.BO
PREMCAP,Premier Capital Services Ltd.,INE946K01023,BSE,EQ,PREMCAP.BO
ZMILGFIN,MILGREY FINANCE & INVESTMENT LTD,INE679T01013,BSE,EQ,ZMILGFIN.BO
KUSUMEL,Kusam Electrical Industies Ltd.,INE175Q01018,BSE,EQ,KUSUMEL.BO
JUMBFNL,Jumbo Finance Ltd.,INE122N01017,BSE,EQ,JUMBFNL.BO
EASYFIN,EASY FINCORP LIMITED,INE407F01018,BSE,EQ,EASYFIN.BO
JMDVL,JMD Ventures Limited,INE047E01031,BSE,EQ,JMDVL.BO
TVOLCON,Tivoli Construction Ltd.,INE747V01014,BSE,EQ,TVOLCON.BO
VBDESAI,V.B.Desai Financial Services Ltd,INE848D01018,BSE,EQ,VBDESAI.BO
QUADRANT,Quadrant Televentures Limited,INE527B01020,BSE,EQ,QUADRANT.BO
1STCUS,First Custodian Fund (India) Ltd.,INE609B01018,BSE,EQ,1STCUS.BO
KAMANWALA,Kamanwala Housing Construction Ltd,INE344D01018,BSE,EQ,KAMANWALA.BO
AXISOL,AXIS SOLUTIONS LIMITED,INE520G01024,BSE,EQ,AXISOL.BO
WSFX,WSFX Global Pay Limited,INE549D01012,BSE,EQ,WSFX.BO
ANJANIFOODS,Anjani Foods Limited,INE096I01021,BSE,EQ,ANJANIFOODS.BO
RKDAGRRTL,RKD AGRI & RETAIL LIMITED,INE552N01023,BSE,EQ,RKDAGRRTL.BO
PARSHWANA,Parshwanath Corporation Limited,INE635I01018,BSE,EQ,PARSHWANA.BO
