Symbol,Name,ISIN,Exchange,Series,yfinance_symbol
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,INE03V001013,NSE,BE,UNIVPHOTO.NS
UNOMINDA,UNO MINDA LIMITED,INE405E01023,NSE,BE,UNOMINDA.NS
UPL,UPL LIMITED,INE628A01036,NSE,BE,UPL.NS
URAVI,URAVI T AND WEDG LAMP LTD,INE568Z01015,NSE,SM,URAVI.NS
URBAN,URBAN ENVIRO WASTE MGMT L,INE0O0201019,NSE,SM,URBAN.NS
URBANCO,URBAN COMPANY LIMITED,INE0CAZ01013,NSE,BE,URBANCO.NS
URJA,URJA GLOBAL LIMITED,INE550C01020,NSE,BE,URJA.NS
USASEEDS,UPSURGE SEEDS OF AGRI LTD,INE0CBM01019,NSE,SM,USASEEDS.NS
USHAFIN,USHA FINANCIAL SERVICES L,INE0LS001014,NSE,SM,USHAFIN.NS
USHAINDIA,USHA INDIA - DEPO SETT,INE068A01019,NSE,BE,USHAINDIA.NS
USHAISPAT,USHA ISPAT - DEP RS,INE150A01015,NSE,BE,USHAISPAT.NS
USHAMART,USHA MARTIN LTD.,INE228A01035,NSE,BE,USHAMART.NS
USK,UDAYSHIVAKUMAR INFRA LTD,INE0N0Y01013,NSE,BE,USK.NS
UTIAMC,UTI ASSET MNGMT CO LTD,INE094J01016,NSE,BE,UTIAMC.NS
UTIBANKETF,UTIAMC - UTIBANKETF,INF789F1AUV1,NSE,EQ,UTIBANKETF.NS
UTINEXT50,UTIAMC - UTINEXT50,INF789F1AUW9,NSE,EQ,UTINEXT50.NS
UTINIFTETF,UTIAMC - UTINIFTETF,INF789F1AZC0,NSE,EQ,UTINIFTETF.NS
UTISENSETF,UTIAMC - UTISENSETF,INF789FB1X58,NSE,EQ,UTISENSETF.NS
UTISXN50,UTIAMC - UTISXN50,INF789F1AUU3,NSE,EQ,UTISXN50.NS
UTIUS64-RI,UTI-US64(REINVESTMENT),INF189A01020,NSE,BE,UTIUS64-RI.NS
UTKARSHBNK,UTKARSH SMALL FIN BANK L,INE735W01017,NSE,BE,UTKARSHBNK.NS
UTSSAV,UTSSAV CZ GOLD JEWELS LTD,INE06IJ01010,NSE,SM,UTSSAV.NS
UTTAMSTL,UTTAM GALVA STEELS LTD,INE699A01011,NSE,BE,UTTAMSTL.NS
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,INE786F01031,NSE,BE,UTTAMSUGAR.NS
UTTAMVALUE,UTTAM VALUE STEELS LTD,INE292A01015,NSE,BE,UTTAMVALUE.NS
UVSL,UTTAM VALUE STEELS LTD,INE292A01023,NSE,BE,UVSL.NS
UWCSL,ULTRA WIRING CONN SYS LTD,INE00F301010,NSE,SM,UWCSL.NS
UYFINCORP,U. Y. FINCORP LIMITED,INE152C01025,NSE,BE,UYFINCORP.NS
V2RETAIL,V2 RETAIL LIMITED,INE945H01013,NSE,BE,V2RETAIL.NS
VADILALIND,VADILAL INDUSTRIES LTD,INE694D01016,NSE,BE,VADILALIND.NS
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,INE884A01027,NSE,BE,VAIBHAVGBL.NS
VAISHALI,VAISHALI PHARMA LIMITED,INE972X01022,NSE,BE,VAISHALI.NS
VAISHALI,VAISHALI PHARMA LIMITED,INE972X01014,NSE,SM,VAISHALI.NS
VAKRANGEE,VAKRANGEE LIMITED,INE051B01021,NSE,BE,VAKRANGEE.NS
VAL30IETF,ICICIPRAMC - VAL30IETF,INF109KC16X5,NSE,EQ,VAL30IETF.NS
VALECHAENG,VALECHA ENG. LIMITED,INE624C01015,NSE,BE,VALECHAENG.NS
VALIANTLAB,VALIANT LABORATORIES LTD,INE0JWS01017,NSE,BE,VALIANTLAB.NS
VALIANTORG,VALIANT ORGANICS LIMITED,INE565V01010,NSE,BE,VALIANTORG.NS
VALUEIND,VALUE INDUSTRIES LIMITED,INE352A01017,NSE,BE,VALUEIND.NS
VANADYCHEM,VANAVIL DYES & CHEM LTD,INE204B01018,NSE,BE,VANADYCHEM.NS
VARDHACRLC,VARDHAMAN ACRYLICS LTD,INE116G01013,NSE,BE,VARDHACRLC.NS
VARDMNPOLY,VARDHMAN POLYTEX LTD.,INE835A01029,NSE,BE,VARDMNPOLY.NS
VARROC,VARROC ENGINEERING LTD.,INE665L01035,NSE,BE,VARROC.NS
VARUNSEA,VARUN SEACON LTD,INE319101015,NSE,EQ,VARUNSEA.NS
VASA,VASA RETAIL & OVERSEA LTD,INE068Z01016,NSE,SM,VASA.NS
VASCONEQ,VASCON ENGINEERS LTD,INE893I01013,NSE,BE,VASCONEQ.NS
VASWANI,VASWANI IND LTD,INE590L01019,NSE,BE,VASWANI.NS
VBL,VARUN BEVERAGES LIMITED,INE200M01039,NSE,BE,VBL.NS
VCL,VAXTEX COTFAB LIMITED,INE098201028,NSE,SM,VCL.NS
VCL,VAXTEX COTFAB LIMITED,INE098201036,NSE,BE,VCL.NS
VDEAL,VDEAL SYSTEM LIMITED,INE0U2M01015,NSE,SM,VDEAL.NS
VECO-RE1,VIKAS ECOTECH LIMITED,INE806A20020,NSE,BE,VECO-RE1.NS
VEDL,VEDANTA LIMITED,INE205A01025,NSE,BE,VEDL.NS
VEEDOL,VEEDOL CORPORATION LTD,INE484C01030,NSE,BE,VEEDOL.NS
VEEKAYEM,VEEKAYEM FASH & APP LTD,INE0KTW01013,NSE,SM,VEEKAYEM.NS
VEGPROFOOD,VEGEPRO FOODS AND FEEDS L,INE314301016,NSE,EQ,VEGPROFOOD.NS
VELS,VELS FILM INTERNATIONAL L,INE0I3H01019,NSE,SM,VELS.NS
VENKEYS,VENKY S (INDIA) LIMITED,INE398A01010,NSE,BE,VENKEYS.NS
VENLONPOLY,VENLON POLYSTER FILM LTD,INE314801015,NSE,EQ,VENLONPOLY.NS
VENTIVE,VENTIVE HOSPITALITY LTD,INE781S01027,NSE,BE,VENTIVE.NS
VENUSPIPES,VENUS PIPES & TUBES LTD,INE0JA001018,NSE,BE,VENUSPIPES.NS
VENUSREM,VENUS REMEDIES LIMITED,INE411B01019,NSE,BE,VENUSREM.NS
VENUSUGAR,VENUS SUGARS LTD,INE315101019,NSE,EQ,VENUSUGAR.NS
VERA,VERA SYNTHETIC LIMITED,INE709Z01015,NSE,SM,VERA.NS
VERANDA,VERANDA LEARNING SOL LTD,INE0IQ001011,NSE,BE,VERANDA.NS
VERITAAS,VERITAAS ADVERTISING LTD,INE0SRI01019,NSE,SM,VERITAAS.NS
VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,INE0NLB01018,NSE,SM,VERTEXPLUS.NS
VERTOZ,VERTOZ LIMITED,INE188Y01031,NSE,BE,VERTOZ.NS
VERTOZ,VERTOZ ADVERTISING LTD,INE188Y01015,NSE,SM,VERTOZ.NS
VESUVIUS,VESUVIUS INDIA LTD,INE386A01023,NSE,BE,VESUVIUS.NS
VETO,VETO SWITCHGEAR CABLE LTD,INE918N01018,NSE,BE,VETO.NS
VGINFOTECH,VIRTUAL GALAXY INFOTECH L,INE0VRH01015,NSE,SM,VGINFOTECH.NS
VGUARD,V-GUARD IND LTD.,INE951I01027,NSE,BE,VGUARD.NS
VHL,VARDHMAN HOLDINGS LIMITED,INE701A01023,NSE,BE,VHL.NS
VHLTD,VICEROY HOTELS LIMITED,INE048C01025,NSE,BE,VHLTD.NS
VIAZ,VIAZ TYRES LIMITED,INE0MO401019,NSE,SM,VIAZ.NS
VICEROY,VICEROY HOTELS LIMITED,INE048C01017,NSE,BE,VICEROY.NS
VICKERSYS,VICKERS SYSTEMS INTL LTD,INE315701016,NSE,EQ,VICKERSYS.NS
VICTGLASS,VICTORY GLASS & INDS LTD,INE315901012,NSE,EQ,VICTGLASS.NS
VIDANIAGRO,VIDIANI AGROTECH LTD,INE316801013,NSE,EQ,VIDANIAGRO.NS
VIDEOIND,VIDEOCON INDUSTRIES LIMIT,INE703A01011,NSE,BE,VIDEOIND.NS
VIDHIING,VIDHI SPCLTY F INGRDNTS L,INE632C01026,NSE,BE,VIDHIING.NS
VIDIANIENG,VIDIANI ENGINEERS LTD,INE316901011,NSE,EQ,VIDIANIENG.NS
VIESL,VISION INFRA EQUIP SOL L,INE0TR001017,NSE,SM,VIESL.NS
VIGOR,VIGOR PLAST INDIA LIMITED,INE1DM601016,NSE,SM,VIGOR.NS
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,INE043W01024,NSE,BE,VIJAYA.NS
VIJIFIN,VIJI FINANCE LIMITED,INE159N01027,NSE,BE,VIJIFIN.NS
VIJSHAN,VIJAY SHANTHI BUILD LTD,INE806F01011,NSE,BE,VIJSHAN.NS
VIKASECO,VIKAS ECOTECH LIMITED,INE806A01020,NSE,BE,VIKASECO.NS
VIKASHYB,VHEL INDUSTRIES LTD,INE311401017,NSE,EQ,VIKASHYB.NS
VIKASLIFE,VIKAS LIFECARE LIMITED,INE161L01027,NSE,BE,VIKASLIFE.NS
VIKASPROP,VIKAS PROP & GRANITE LTD,INE767B01022,NSE,BE,VIKASPROP.NS
VIKASWSP,VIKAS WSP LIMITED,INE706A01022,NSE,BE,VIKASWSP.NS
VIKRAMPROJ,VIKRAM PROJECTS LTD,INE311701010,NSE,EQ,VIKRAMPROJ.NS
VIKRAMSOLR,VIKRAM SOLAR LIMITED,INE078V01014,NSE,BE,VIKRAMSOLR.NS
VIKRAN,VIKRAN ENGINEERING LTD,INE01R501028,NSE,BE,VIKRAN.NS
VILAS,VILAS TRANSCORE LIMITED,INE0AZY01017,NSE,SM,VILAS.NS
VILINBIO,VILIN BIO MED LIMITED,INE0L4V01013,NSE,SM,VILINBIO.NS
VIMALOIL,VIMAL O & F LTD,INE067D01015,NSE,BE,VIMALOIL.NS
VIMTALABS,VIMTA LABS LIMITED,INE579C01029,NSE,BE,VIMTALABS.NS
VINATIORGA,VINATI ORGANICS LTD,INE410B01037,NSE,BE,VINATIORGA.NS
VINCOFE,VINTAGE COFFEE N BVRGS L,INE498Q01014,NSE,BE,VINCOFE.NS
VINDHYATEL,VINDHYA TELELINKS LTD,INE707A01012,NSE,BE,VINDHYATEL.NS
VINEETLAB,VINEET LABORATORIES LTD,INE505Y01010,NSE,BE,VINEETLAB.NS
VINNY,VINNY OVERSEAS LIMITED,INE01KI01027,NSE,BE,VINNY.NS
VINNY,VINNY OVERSEAS LIMITED,INE01KI01019,NSE,SM,VINNY.NS
VINSYS,VINSYS IT SERVICES IND LT,INE0OSJ01014,NSE,SM,VINSYS.NS
VINYAS,VINYAS INNOVATIVE TECH L,INE0OLS01010,NSE,SM,VINYAS.NS
VINYLINDIA,VINYL CHEMICALS (I) LTD.,INE250B01029,NSE,BE,VINYLINDIA.NS
VINYOGCLOT,VINIYOGA CLOTHEX LTD,INE312601011,NSE,EQ,VINYOGCLOT.NS
VIPCLOTHNG,VIP CLOTHING LIMITED,INE450G01024,NSE,BE,VIPCLOTHNG.NS
VIPIND,VIP INDUSTRIES LTD,INE054A01027,NSE,BE,VIPIND.NS
VIPPYSOLVX,VIPPY INDUSTRIES LTD,INE313001013,NSE,EQ,VIPPYSOLVX.NS
VIPULLTD,VIPUL LIMITED,INE946H01037,NSE,BE,VIPULLTD.NS
VIRAJALLOY,VIRAJ ALLOYS LTD,INE313301017,NSE,EQ,VIRAJALLOY.NS
VIRALFILA,VIRAL FILAMENTS LTD,INE313401015,NSE,EQ,VIRALFILA.NS
VIRALSYNTX,VIRAL SYNTEX LTD,INE313501012,NSE,EQ,VIRALSYNTX.NS
VIRINCHI,VIRINCHI LIMITED,INE539B01017,NSE,BE,VIRINCHI.NS
VISAKAIND,VISAKA INDUSTRIES LTD,INE392A01021,NSE,BE,VISAKAIND.NS
VISAMAN,VISAMAN GLOBAL SALES LTD,INE0BHK01012,NSE,SM,VISAMAN.NS
VISASTEEL,VISA STEEL LIMITED,INE286H01012,NSE,BE,VISASTEEL.NS
VISESHINFO,VISESH INFOTECNICS LTD,INE861A01058,NSE,BE,VISESHINFO.NS
VISHAL,VISHAL FABRICS LIMITED,INE755Q01025,NSE,BE,VISHAL.NS
VISHNU,VISHNU CHEMICALS LIMITED,INE270I01022,NSE,BE,VISHNU.NS
VISHNUINFR,VISHNUSURYA PROJ N INFR L,INE0PQ001012,NSE,SM,VISHNUINFR.NS
VISHWARAJ,VISHWARAJ SUGAR IND LTD,INE430N01022,NSE,BE,VISHWARAJ.NS
VISHWAS,VISHWAS AGRI SEEDS LTD,INE0S2E01016,NSE,SM,VISHWAS.NS
VISUINTL,VISU INTERNATIONAL LTD,INE965A01016,NSE,BE,VISUINTL.NS
VITAL,VITAL CHEMTECH LIMITED,INE0L4K01016,NSE,SM,VITAL.NS
VITARACHEM,VITARA CHEMICALS LTD,INE307501010,NSE,EQ,VITARACHEM.NS
VIVIANA,VIVIANA POWER TECH LTD,INE0MEG01014,NSE,SM,VIVIANA.NS
VIVIDHA,VISAGAR POLYTEX LTD,INE370E01029,NSE,BE,VIVIDHA.NS
VIVIMEDLAB,VIVIMED LABS LIMITED,INE526G01021,NSE,BE,VIVIMEDLAB.NS
VIVO,VIVO COLLAB SOLUTIONS LTD,INE0IA701014,NSE,SM,VIVO.NS
VLEGOV,VL E GOV AND IT SOL LTD,INE03HW01020,NSE,BE,VLEGOV.NS
VLIFE-RE1,VIKAS LIFECARE LIMITED,INE161L20027,NSE,BE,VLIFE-RE1.NS
VLINFRA,V.L.INFRAPROJECTS LIMITED,INE0QXL01015,NSE,SM,VLINFRA.NS
VLSFINANCE,VLS FINANCE LTD.,INE709A01018,NSE,BE,VLSFINANCE.NS
VMARCIND,V MARC INDIA LIMITED,INE0GXK01018,NSE,SM,VMARCIND.NS
VMART,VMART RETAIL LTD,INE665J01013,NSE,BE,VMART.NS
VMJOGENGG,V M JOG ENGG LTD,INE592701010,NSE,EQ,VMJOGENGG.NS
VMM,VISHAL MEGA MART LIMITED,INE01EA01019,NSE,BE,VMM.NS
VMSTMT,VMS TMT LIMITED,INE0SJA01013,NSE,BE,VMSTMT.NS
VOLERCAR,VOLER CAR LIMITED,INE241X01014,NSE,SM,VOLERCAR.NS
VOLTAMP,VOLTAMP TRANSFORMERS LTD,INE540H01012,NSE,BE,VOLTAMP.NS
VOLTAS,VOLTAS LTD - DEP. SETT,INE226A01021,NSE,BE,VOLTAS.NS
VPRPL,VISHNU PRAKASH R PUNGLI L,INE0AE001013,NSE,BE,VPRPL.NS
VR,V R INFRASPACE LIMITED,INE0QQM01017,NSE,SM,VR.NS
VRAJ,VRAJ IRON AND STEEL LTD,INE0S2V01010,NSE,BE,VRAJ.NS
VRLLOG,VRL LOGISTICS LIMITED,INE366I01010,NSE,BE,VRLLOG.NS
VSCL,VADIVARHE SPCLTY CHEM LTD,INE551Q01028,NSE,SM,VSCL.NS
VSSL,VARDHMAN SPC STEEL LTD,INE050M01012,NSE,BE,VSSL.NS
VSTIND,VST INDUSTRIES LTD,INE710A01016,NSE,BE,VSTIND.NS
VSTL,VIBHOR STEEL TUBES LTD,INE0QTF01015,NSE,BE,VSTL.NS
VSTTILLERS,VST TILLERS TRACTORS LTD,INE764D01017,NSE,BE,VSTTILLERS.NS
VTCIND,V T C INDUSTRIES LTD,INE308501019,NSE,EQ,VTCIND.NS
VTL,VARDHMAN TEXTILES LIMITED,INE825A01020,NSE,BE,VTL.NS
VULCANENG,VULCAN ENGINEERS LTD,INE308701015,NSE,EQ,VULCANENG.NS
VXLINSTR,VXL INSTRUMENTS LTD,INE756A01019,NSE,BE,VXLINSTR.NS
WAAREEENER,WAAREE ENERGIES LIMITED,INE377N01017,NSE,BE,WAAREEENER.NS
WAAREEINDO,INDOSOLAR LIMITED,INE866K01023,NSE,BE,WAAREEINDO.NS
WAAREERTL,WAAREE RENEWABLE TECH LTD,INE299N01021,NSE,BE,WAAREERTL.NS
WABAG,VA TECH WABAG LTD,INE956G01038,NSE,BE,WABAG.NS
WALCHANNAG,WALCHANDNAGAR INDUSTRIES,INE711A01022,NSE,BE,WALCHANNAG.NS
WALPAR,WALPAR NUTRITIONS LIMITED,INE0G2G01015,NSE,SM,WALPAR.NS
WANBURY,WANBURY LIMITED,INE107F01022,NSE,BE,WANBURY.NS
WARRENTEA,WARREN TEA LTD,INE712A01012,NSE,BE,WARRENTEA.NS
WATERBASE,WATERBASE LIMITED,INE054C01015,NSE,BE,WATERBASE.NS
WCIL,WESTERN CARRIERS (IND) L,INE0CJF01024,NSE,BE,WCIL.NS
WEALTH,WEALTH FRST PORT. MG. LTD,INE658T01017,NSE,BE,WEALTH.NS
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,INE855C01015,NSE,BE,WEBELSOLAR.NS
WEIZMANIND,WEIZMANN LTD,INE080A01014,NSE,BE,WEIZMANIND.NS
WEL,WONDER ELECTRICALS LTD,INE02WG01024,NSE,BE,WEL.NS
WELCORP,WELSPUN CORP LIMITED,INE191B01025,NSE,BE,WELCORP.NS
WELDFLUX,UBE INDUSTRIES LTD,INE303601012,NSE,EQ,WELDFLUX.NS
WELENT,WELSPUN ENTERPRISES LTD.,INE625G01013,NSE,BE,WELENT.NS
WELINV,WELSPUN INV & COMM LTD,INE389K01018,NSE,BE,WELINV.NS
WELMANINCA,WELLMAN INCANDESCENT (I),INE303701010,NSE,EQ,WELMANINCA.NS
WELSPUNLIV,WELSPUN LIVING LIMITED,INE192B01031,NSE,BE,WELSPUNLIV.NS
WELSPUNPOL,WELSPUNINDIALTD-ROLL SETT,INE192B01015,NSE,BE,WELSPUNPOL.NS
WENDT,WENDT (INDIA) LIMITED,INE274C01019,NSE,BE,WENDT.NS
WESTERNBIO,ECOBOARD IND L- ROLL SETT,INE866A01016,NSE,BE,WESTERNBIO.NS
WESTINDSEC,WESTERN INDIA SECURITIES,INE591701011,NSE,EQ,WESTINDSEC.NS
WESTLIFE,WESTLIFE FOODWORLD LTD,INE274F01020,NSE,BE,WESTLIFE.NS
WEWIN,WE WIN LIMITED,INE082W01014,NSE,BE,WEWIN.NS
WFL,WONDER FIBROMATS LIMITED,INE02WG01016,NSE,SM,WFL.NS
WHEELS,WHEELS INDIA LTD,INE715A01015,NSE,BE,WHEELS.NS
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,INE716A01013,NSE,BE,WHIRLPOOL.NS
WHITEFORCE,HAPPY SQUARE OUTSOURC S L,INE0TLP01015,NSE,SM,WHITEFORCE.NS
WILLAMAGOR,WILLIAMSON MAGOR,INE210A01017,NSE,BE,WILLAMAGOR.NS
WILLARDLTD,WILLARD INDIA LTD,INE468501015,NSE,EQ,WILLARDLTD.NS
WIMPLAST,WIM PLAST LTD,INE015B01018,NSE,BE,WIMPLAST.NS
WINDLAS,WINDLAS BIOTECH LIMITED,INE0H5O01029,NSE,BE,WINDLAS.NS
WINDMACHIN,WINDSOR MACHINES LIMITED,INE052A01021,NSE,BE,WINDMACHIN.NS
WINNY,WINNY IMMIGRA & EDU SER L,INE0S9101013,NSE,SM,WINNY.NS
WINPRO,WINPRO INDUSTRIES LIMITED,INE974C01022,NSE,BE,WINPRO.NS
WINSOL,WINSOL ENGINEERS LIMITED,INE0S3D01016,NSE,SM,WINSOL.NS
WINSOME,WINSOME YARNS LIMITED,INE784B01035,NSE,BE,WINSOME.NS
WIPL,THE WESTERN INDIA PLY LTD,INE215F01023,NSE,BE,WIPL.NS
WIPRO,WIPRO LTD - DEPO. SETT.,INE075A01022,NSE,BE,WIPRO.NS
WOCKPHARMA,WOCKHARDT LIMITED-DEPO,INE049B01025,NSE,BE,WOCKPHARMA.NS
WOL3D,WOL 3D INDIA LIMITED,INE0OO201011,NSE,SM,WOL3D.NS
WOMANCART,WOMANCART LIMITED,INE0Q9601016,NSE,SM,WOMANCART.NS
WONDERLA,WONDERLA HOLIDAYS LTD.,INE066O01014,NSE,BE,WONDERLA.NS
WOOLWORTH,UNIWORTH LTD-DEP SETT,INE207A01013,NSE,BE,WOOLWORTH.NS
WORTH,WORTH PERIPHERALS LIMITED,INE196Y01018,NSE,BE,WORTH.NS
WSI,W.S.INDUSTRIES (I) LTD.,INE100D01014,NSE,BE,WSI.NS
WSTCSTPAPR,WEST COAST PAPER MILLS,INE976A01021,NSE,BE,WSTCSTPAPR.NS
WTICAB,WISE TRAVEL INDIA LIMITED,INE623Y01011,NSE,SM,WTICAB.NS
XCHANGING,XCHANGING SOLUTIONS LTD,INE692G01013,NSE,BE,XCHANGING.NS
XELPMOC,XELPMOC DESIGN & TECH LTD,INE01P501012,NSE,BE,XELPMOC.NS
XLENERGY,XL ENERGY LIMITED,INE183H01011,NSE,BE,XLENERGY.NS
XPROINDIA,XPRO INDIA LIMITED,INE445C01015,NSE,BE,XPROINDIA.NS
XTGLOBAL,XTGLOBAL INFOTECH LIMITED,INE547B01028,NSE,BE,XTGLOBAL.NS
YAARI,YAARI DIGI INT SER LTD,INE126M01010,NSE,BE,YAARI.NS
YASHO,YASHO INDUSTRIES LIMITED,INE616Z01012,NSE,BE,YASHO.NS
YASHOPTICS,YASH OPTICS & LENS LTD,INE0TO601017,NSE,SM,YASHOPTICS.NS
YATHARTH,YATHARTH HOSP & TRA C S L,INE0JO301016,NSE,BE,YATHARTH.NS
YATRA,YATRA ONLINE LIMITED,INE0JR601024,NSE,BE,YATRA.NS
YCCL,YASONS CHEMEX CARE LTD,INE08S201019,NSE,SM,YCCL.NS
YESBANK,YES BANK LIMITED,INE528G01035,NSE,BE,YESBANK.NS
YOGOPHARM,YOGI PHARMACY LTD,INE302101014,NSE,EQ,YOGOPHARM.NS
YUDIZ,YUDIZ SOLUTIONS LIMITED,INE09FA01019,NSE,SM,YUDIZ.NS
YUKEN,YUKEN INDIA LIMITED,INE384C01016,NSE,BE,YUKEN.NS
YUKENINDIA,YUKEN INDIA LTD,INE302501015,NSE,EQ,YUKENINDIA.NS
ZAGGLE,ZAGGLE PREPA OCEAN SER L,INE07K301024,NSE,BE,ZAGGLE.NS
ZEAL,ZEAL GLOBAL SERVICES LTD,INE0PPS01018,NSE,SM,ZEAL.NS
ZEEL,ZEE ENTERTAINMENT ENT LTD,INE256A01028,NSE,BE,ZEEL.NS
ZEELEARN,ZEE LEARN LIMITED,INE565L01011,NSE,BE,ZEELEARN.NS
ZEEMEDIA,ZEE MEDIA CORPORATION LTD,INE966H01019,NSE,BE,ZEEMEDIA.NS
ZENITHDRUG,ZENITH DRUGS LIMITED,INE0QWN01013,NSE,SM,ZENITHDRUG.NS
ZENITHEXPO,ZENITH EXPORTS LTD,INE058B01018,NSE,BE,ZENITHEXPO.NS
ZENITHSTL,ZENITH STEEL PIP IND LTD,INE318D01020,NSE,BE,ZENITHSTL.NS
ZENSARTECH,ZENSAR TECHNOLOGIES LTD,INE520A01027,NSE,BE,ZENSARTECH.NS
ZENTEC,ZEN TECHNOLOGIES LIMITED,INE251B01027,NSE,BE,ZENTEC.NS
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,INE342J01019,NSE,BE,ZFCVINDIA.NS
ZFSTEERING,ZFSTEERINGGEAR-ROLL SETT,INE116C01012,NSE,BE,ZFSTEERING.NS
ZICOM,ZICOM ELECT SEC SYS LTD,INE871B01014,NSE,BE,ZICOM.NS
ZILONPHARM,ZILLION PHARMACHEM LTD,INE303501014,NSE,EQ,ZILONPHARM.NS
ZIMLAB,ZIM LABORATORIES LIMITED,INE518E01015,NSE,BE,ZIMLAB.NS
ZODIAC,ZODIAC ENERGY LIMITED,INE761Y01019,NSE,BE,ZODIAC.NS
ZODIACLOTH,ZODIAC CLOTHING CO LTD,INE206B01013,NSE,BE,ZODIACLOTH.NS
ZODJRDMKJ,ZODIAC JRD MKJ- LTD,INE077B01018,NSE,BE,ZODJRDMKJ.NS
ZOTA,ZOTA HEALTH CARE LIMITED,INE358U01012,NSE,BE,ZOTA.NS
ZTECH,Z-TECH (INDIA) LIMITED,INE0ISZ01012,NSE,SM,ZTECH.NS
ZUARI,ZUARI AGRO CHEMICALS LTD,INE840M01016,NSE,BE,ZUARI.NS
ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,NSE,BE,ZUARIIND.NS
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,INE010B01027,NSE,BE,ZYDUSLIFE.NS
ZYDUSWELL,ZYDUS WELLNESS LIMITED,INE768C01028,NSE,BE,ZYDUSWELL.NS
ZYLOG,ZYLOG SYSTEMS LTD.,INE225I01026,NSE,BE,ZYLOG.NS
ARUNAHTEL,Aruna Hotels Ltd.,INE957C01019,BSE,EQ,ARUNAHTEL.BO
ATVPR,ATV Projects India Ltd,INE447A01015,BSE,EQ,ATVPR.BO
BEML,BEML Ltd,INE258A01024,BSE,EQ,BEML.BO
BIHSPONG,Bihar Sponge Iron Ltd,INE819C01011,BSE,EQ,BIHSPONG.BO
QUESTCAP,QUEST CAPITAL MARKETS LIMITED,INE418C01012,BSE,EQ,QUESTCAP.BO
FGP,FGP Ltd,INE512A01016,BSE,EQ,FGP.BO
PHCAP,P.H. Capital Ltd.,INE160F01013,BSE,EQ,PHCAP.BO
METROGLOBL,Metroglobal Limited,INE085D01033,BSE,EQ,METROGLOBL.BO
HARCR,Harig Crankshafts Ltd.,INE905C01034,BSE,EQ,HARCR.BO
PRAGBOS,Prag Bosimi Synthetics Ltd.,INE962B01011,BSE,EQ,PRAGBOS.BO
INDLEASE,India Lease Devl. Ltd.,INE333C01013,BSE,EQ,INDLEASE.BO
MARGOFIN,Margo Finance Limited,INE680B01019,BSE,EQ,MARGOFIN.BO
JASCH,Jasch Industries Ltd.,INE711C01028,BSE,EQ,JASCH.BO
ENVAIREL,Envair Electrodyne Ltd.,INE601C01013,BSE,EQ,ENVAIREL.BO
MAFATIND,Mafatlal Industries Ltd.,INE270B01035,BSE,EQ,MAFATIND.BO
MAJESAUT,Majestic Auto Ltd.,INE201B01022,BSE,EQ,MAJESAUT.BO
BARODARY,Baroda Rayon Corpn. Ltd.,INE461A01024,BSE,EQ,BARODARY.BO
MIDINDIA,Mid India Industries Limited,INE401C01018,BSE,EQ,MIDINDIA.BO
NAPEROL,Naperol Investments Limited,INE585A01020,BSE,EQ,NAPEROL.BO
JAYKAY,Jaykay Enterprises Limited,INE903A01025,BSE,EQ,JAYKAY.BO
INDSUCR,Indian Sucrose Ltd.,INE557C01017,BSE,EQ,INDSUCR.BO
PANCM,Panyam Cements & Mineral Inds. Ltd.,INE167E01037,BSE,EQ,PANCM.BO
RAMAPPR-B,Rama Paper Mills Limited,INE425E01013,BSE,EQ,RAMAPPR-B.BO
RAPICUT,Rapicut Carbides Ltd.,INE350D01015,BSE,EQ,RAPICUT.BO
WELSPLSOL,WELSPUN SPECIALTY SOLUTIONS LIMITED,INE731F01037,BSE,EQ,WELSPLSOL.BO
SALORAINTL,Salora International Limited,INE924A01013,BSE,EQ,SALORAINTL.BO
SKPMIL,Shree Krishna Paper Mills & Industr,INE970C01012,BSE,EQ,SKPMIL.BO
SILVERLINE,Silverline Technologies Ltd.,INE368A01021,BSE,EQ,SILVERLINE.BO
STEELCO,Steelco Gujarat Ltd,INE629B01032,BSE,EQ,STEELCO.BO
TIMEX,Timex Group India Ltd,INE064A01026,BSE,EQ,TIMEX.BO
TPINDIA,TPI India Ltd.,INE578C01021,BSE,EQ,TPINDIA.BO
UTLINDS,UTL Industries Limited,INE184E01024,BSE,EQ,UTLINDS.BO
HOCL,Hindustan Organic Chemicals Ltd.,INE048A01011,BSE,EQ,HOCL.BO
MPILCORPL,MPIL CORPORATION LIMITED,INE844C01027,BSE,EQ,MPILCORPL.BO
TEAM24,TEAM24 CONSUMER PRODUCTS LIMITED,INE601A01017,BSE,EQ,TEAM24.BO
SUNRINV,Sunrise Industrial Traders Ltd.,INE371U01015,BSE,EQ,SUNRINV.BO
ZGOLDINV,Gold Rock Investments Ltd.,INE598F01014,BSE,EQ,ZGOLDINV.BO
