Symbol,Name,ISIN,Series,Exchange,Type,UpdatedAt
PRIMECAB,Prime Cable Industries Limited,INE0CQA01020,SM,NSE,SME,2026-01-03
PRIMESECU,Prime Securities Limited,,EQ,NSE,Mainboard,2026-01-03
PRIMO,Primo Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
PRINCEPIPE,Prince Pipes And Fittings Limited,,EQ,NSE,Mainboard,2026-01-03
PRITI,Priti International Limited,,EQ,NSE,Mainboard,2026-01-03
PRITIKA,Pritika Engineering Components Limited,INE0MJQ01020,SM,NSE,SME,2026-01-03
PRITIKAUTO,Pritika Auto Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PRIVISCL,Privi Speciality Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
PRIZOR,Prizor Viztech Limited,INE0V9N01017,SM,NSE,SME,2026-01-03
PRLIND,Premier Roadlines Limited,INE0CFG01012,SM,NSE,SME,2026-01-03
PROFX,Pro FX Tech Limited,INE0VJT01017,SM,NSE,SME,2026-01-03
PROLIFE,Prolife Industries Limited,INE994V01012,SM,NSE,SME,2026-01-03
PROPEQUITY,P. E. Analytics Limited,INE0KN801013,SM,NSE,SME,2026-01-03
PROSTARM,Prostarm Info Systems Limited,,EQ,NSE,Mainboard,2026-01-03
PROTEAN,Protean eGov Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
PROV,Proventus Agrocom Limited,INE0ONE01016,SM,NSE,SME,2026-01-03
PROZONER,Prozone Realty Limited,,BE,NSE,Mainboard,2026-01-03
PRSMJOHNSN,Prism Johnson Limited,,EQ,NSE,Mainboard,2026-01-03
PRUDENT,Prudent Corporate Advisory Services Limited,,EQ,NSE,Mainboard,2026-01-03
PRUDMOULI,Prudential Sugar Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
PSB,Punjab & Sind Bank,,EQ,NSE,Mainboard,2026-01-03
PSFL,Paramount Speciality Forgings Limited,INE0Q6001012,SM,NSE,SME,2026-01-03
PSPPROJECT,PSP Projects Limited,,EQ,NSE,Mainboard,2026-01-03
PSRAJ,P S Raj Steels Limited,INE0XUS01012,ST,NSE,SME,2026-01-03
PTC,PTC India Limited,,EQ,NSE,Mainboard,2026-01-03
PTCIL,PTC Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PTL,PTL Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
PULZ,Pulz Electronics Limited,INE335X01014,SM,NSE,SME,2026-01-03
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,,EQ,NSE,Mainboard,2026-01-03
PURPLEUTED,Purple United Sales Limited,INE0P5R01014,SM,NSE,SME,2026-01-03
PURVA,Puravankara Limited,,EQ,NSE,Mainboard,2026-01-03
PURVFLEXI,Purv Flexipack Limited,INE0R6C01012,SM,NSE,SME,2026-01-03
PUSHPA,Pushpa Jewellers Limited,INE154801018,SM,NSE,SME,2026-01-03
PVP,PVP Ventures Limited,,BE,NSE,Mainboard,2026-01-03
PVRINOX,PVR INOX Limited,,EQ,NSE,Mainboard,2026-01-03
PVSL,Popular Vehicles and Services Limited,,EQ,NSE,Mainboard,2026-01-03
PWL,Physicswallah Limited,,EQ,NSE,Mainboard,2026-01-03
PYRAMID,Pyramid Technoplast Limited,,EQ,NSE,Mainboard,2026-01-03
QFIL,Quality Foils (India) Limited,INE0O1M01015,SM,NSE,SME,2026-01-03
QMSMEDI,QMS Medical Allied Services Limited,INE0FMW01018,SM,NSE,SME,2026-01-03
QPOWER,Quality Power Electrical Equipments Limited,,EQ,NSE,Mainboard,2026-01-03
QUADFUTURE,Quadrant Future Tek Limited,,EQ,NSE,Mainboard,2026-01-03
QUADPRO,Quadpro Ites Limited,INE0GOJ01027,SM,NSE,SME,2026-01-03
QUESS,Quess Corp Limited,,EQ,NSE,Mainboard,2026-01-03
QUESTLAB,Quest Laboratories Limited,INE0TNW01017,SM,NSE,SME,2026-01-03
QUICKHEAL,Quick Heal Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
QUICKTOUCH,Quicktouch Technologies Limited,INE0K4D01020,SM,NSE,SME,2026-01-03
QVCEL,QVC Exports Limited,INE0KZF01015,SM,NSE,SME,2026-01-03
RACE,Race Eco Chain Limited,,EQ,NSE,Mainboard,2026-01-03
RACLGEAR,RACL Geartech Limited,,EQ,NSE,Mainboard,2026-01-03
RADAAN,Radaan Mediaworks India Limited,,EQ,NSE,Mainboard,2026-01-03
RADHIKAJWE,Radhika Jeweltech Limited,,EQ,NSE,Mainboard,2026-01-03
RADIANTCMS,Radiant Cash Management Services Limited,,EQ,NSE,Mainboard,2026-01-03
RADICO,Radico Khaitan Limited,,EQ,NSE,Mainboard,2026-01-03
RADIOCITY,Music Broadcast Limited,,EQ,NSE,Mainboard,2026-01-03
RADIOWALLA,Radiowalla Network Limited,INE430U01019,SM,NSE,SME,2026-01-03
RAILTEL,Railtel Corporation Of India Limited,,EQ,NSE,Mainboard,2026-01-03
RAIN,Rain Industries Limited,,EQ,NSE,Mainboard,2026-01-03
RAINBOW,Rainbow Childrens Medicare Limited,,EQ,NSE,Mainboard,2026-01-03
RAJESHEXPO,Rajesh Exports Limited,,BZ,NSE,Mainboard,2026-01-03
RAJINDLTD,Rajputana Industries Limited,INE0PCU01012,SM,NSE,SME,2026-01-03
RAJMET,Rajnandini Metal Limited,,EQ,NSE,Mainboard,2026-01-03
RAJOOENG,Rajoo Engineers Limited,,EQ,NSE,Mainboard,2026-01-03
RAJPUTANA,Rajputana Biodiesel Limited,INE0VHU01019,SM,NSE,SME,2026-01-03
RAJRATAN,Rajratan Global Wire Limited,,EQ,NSE,Mainboard,2026-01-03
RAJRILTD,Raj Rayon Industries Limited,,BE,NSE,Mainboard,2026-01-03
RAJSREESUG,Rajshree Sugars & Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
RAJTV,Raj Television Network Limited,,EQ,NSE,Mainboard,2026-01-03
RALLIS,Rallis India Limited,,EQ,NSE,Mainboard,2026-01-03
RAMANEWS,Shree Rama Newsprint Limited,,EQ,NSE,Mainboard,2026-01-03
RAMAPHO,Rama Phosphates Limited,,EQ,NSE,Mainboard,2026-01-03
RAMASTEEL,Rama Steel Tubes Limited,,EQ,NSE,Mainboard,2026-01-03
RAMCOCEM,The Ramco Cements Limited,,EQ,NSE,Mainboard,2026-01-03
RAMCOIND,Ramco Industries Limited,,EQ,NSE,Mainboard,2026-01-03
RAMCOSYS,Ramco Systems Limited,,EQ,NSE,Mainboard,2026-01-03
RAMKY,Ramky Infrastructure Limited,,EQ,NSE,Mainboard,2026-01-03
RAMRAT,Ram Ratna Wires Limited,,EQ,NSE,Mainboard,2026-01-03
RANASUG,Rana Sugars Limited,,EQ,NSE,Mainboard,2026-01-03
RANEHOLDIN,Rane Holdings Limited,,EQ,NSE,Mainboard,2026-01-03
RAPIDFLEET,Rapid Fleet Management Services Limited,INE0QX901013,SM,NSE,SME,2026-01-03
RAPPID,Rappid Valves (India) Limited,INE0MVO01012,SM,NSE,SME,2026-01-03
RATEGAIN,Rategain Travel Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
RATNAMANI,Ratnamani Metals & Tubes Limited,,EQ,NSE,Mainboard,2026-01-03
RAYMOND,Raymond Limited,,EQ,NSE,Mainboard,2026-01-03
RAYMONDLSL,Raymond Lifestyle Limited,,EQ,NSE,Mainboard,2026-01-03
RAYMONDREL,Raymond Realty Limited,,EQ,NSE,Mainboard,2026-01-03
RBA,Restaurant Brands Asia Limited,,EQ,NSE,Mainboard,2026-01-03
RBLBANK,RBL Bank Limited,,EQ,NSE,Mainboard,2026-01-03
RBMINFRA,Rbm Infracon Limited,INE0NA301016,SM,NSE,SME,2026-01-03
RBS,Ramdevbaba Solvent Limited,INE0RJH01010,SM,NSE,SME,2026-01-03
RBZJEWEL,RBZ Jewellers Limited,,EQ,NSE,Mainboard,2026-01-03
RCDL,Rajgor Castor Derivatives Limited,INE0BZQ01011,SM,NSE,SME,2026-01-03
RCF,Rashtriya Chemicals and Fertilizers Limited,,EQ,NSE,Mainboard,2026-01-03
RCOM,Reliance Communications Limited,,BE,NSE,Mainboard,2026-01-03
READYMIX,Readymix Construction Machinery Limited,INE10QL01011,SM,NSE,SME,2026-01-03
RECLTD,REC Limited,,EQ,NSE,Mainboard,2026-01-03
REDINGTON,Redington Limited,,EQ,NSE,Mainboard,2026-01-03
REDTAPE,Redtape Limited,,EQ,NSE,Mainboard,2026-01-03
REFEX,Refex Industries Limited,,EQ,NSE,Mainboard,2026-01-03
REFRACTORY,Refractory Shapes Limited,INE0TNX01015,SM,NSE,SME,2026-01-03
REGAAL,Regaal Resources Limited,,EQ,NSE,Mainboard,2026-01-03
REGENCERAM,Regency Ceramics Limited,,EQ,NSE,Mainboard,2026-01-03
RELAXO,Relaxo Footwears Limited,,EQ,NSE,Mainboard,2026-01-03
RELCHEMQ,Reliance Chemotex Industries Limited,,EQ,NSE,Mainboard,2026-01-03
RELIABLE,Reliable Data Services Limited,,BE,NSE,Mainboard,2026-01-03
RELIANCE,Reliance Industries Limited,,EQ,NSE,Mainboard,2026-01-03
RELIGARE,Religare Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
RELTD,Ravindra Energy Limited,,EQ,NSE,Mainboard,2026-01-03
REMSONSIND,Remsons Industries Limited,,EQ,NSE,Mainboard,2026-01-03
REMUS,Remus Pharmaceuticals Limited,INE0O5T01011,SM,NSE,SME,2026-01-03
RENUKA,Shree Renuka Sugars Limited,,EQ,NSE,Mainboard,2026-01-03
REPCOHOME,Repco Home Finance Limited,,EQ,NSE,Mainboard,2026-01-03
REPL,Rudrabhishek Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
REPRO,Repro India Limited,,EQ,NSE,Mainboard,2026-01-03
RESPONIND,Responsive Industries Limited,,EQ,NSE,Mainboard,2026-01-03
RETAIL,JHS Svendgaard Retail Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
REXPIPES,Rex Pipes And Cables Industries Limited,INE00D001018,SM,NSE,SME,2026-01-03
REXPRO,Rexpro Enterprises Limited,INE113601012,SM,NSE,SME,2026-01-03
RGL,Renaissance Global Limited,,EQ,NSE,Mainboard,2026-01-03
RHETAN,Rhetan TMT Limited,,EQ,NSE,Mainboard,2026-01-03
RHFL,Reliance Home Finance Limited,,BZ,NSE,Mainboard,2026-01-03
RHIM,RHI MAGNESITA INDIA LIMITED,,EQ,NSE,Mainboard,2026-01-03
RHL,Robust Hotels Limited,,EQ,NSE,Mainboard,2026-01-03
RICHA,Richa Info Systems Limited,INE0J1P01015,ST,NSE,SME,2026-01-03
RICOAUTO,Rico Auto Industries Limited,,EQ,NSE,Mainboard,2026-01-03
RIIL,Reliance Industrial Infrastructure Limited,,EQ,NSE,Mainboard,2026-01-03
RILINFRA,Rachana Infrastructure Limited,INE02OY01016,SM,NSE,SME,2026-01-03
RISHABH,Rishabh Instruments Limited,,EQ,NSE,Mainboard,2026-01-03
RITCO,Ritco Logistics Limited,,EQ,NSE,Mainboard,2026-01-03
RITES,RITES Limited,,EQ,NSE,Mainboard,2026-01-03
RITEZONE,Rite Zone Chemcon India Limited,INE0MRA01019,SM,NSE,SME,2026-01-03
RKDL,Ravi Kumar Distilleries Limited,,EQ,NSE,Mainboard,2026-01-03
RKEC,RKEC Projects Limited,,EQ,NSE,Mainboard,2026-01-03
RKFORGE,Ramkrishna Forgings Limited,,EQ,NSE,Mainboard,2026-01-03
RKSWAMY,R K Swamy Limited,,EQ,NSE,Mainboard,2026-01-03
RMDRIP,R M Drip and Sprinklers Systems Limited,,EQ,NSE,Mainboard,2026-01-03
RML,Rane (Madras) Limited,,EQ,NSE,Mainboard,2026-01-03
RNBDENIMS,R&B Denims Limited,,EQ,NSE,Mainboard,2026-01-03
RNFI,RNFI Services Limited,INE0SA001017,SM,NSE,SME,2026-01-03
RNPL,Renol Polychem Limited,INE0VZX01015,ST,NSE,SME,2026-01-03
ROCKINGDCE,Rockingdeals Circular Economy Limited,INE0PTR01012,ST,NSE,SME,2026-01-03
ROHLTD,Royal Orchid Hotels Limited,,EQ,NSE,Mainboard,2026-01-03
ROLEXRINGS,Rolex Rings Limited,,EQ,NSE,Mainboard,2026-01-03
ROLLT,Rollatainers Limited,,EQ,NSE,Mainboard,2026-01-03
ROML,Raj Oil Mills Limited,,EQ,NSE,Mainboard,2026-01-03
ROSSARI,Rossari Biotech Limited,,EQ,NSE,Mainboard,2026-01-03
ROSSELLIND,Rossell India Limited,,EQ,NSE,Mainboard,2026-01-03
ROSSTECH,Rossell Techsys Limited,,EQ,NSE,Mainboard,2026-01-03
ROTO,Roto Pumps Limited,,EQ,NSE,Mainboard,2026-01-03
ROUTE,ROUTE MOBILE LIMITED,,EQ,NSE,Mainboard,2026-01-03
ROXHITECH,Rox Hi Tech Limited,INE0PDJ01013,SM,NSE,SME,2026-01-03
ROYALARC,Royal Arc Electrodes Limited,INE0EO401019,SM,NSE,SME,2026-01-03
RPEL,Raghav Productivity Enhancers Limited,,EQ,NSE,Mainboard,2026-01-03
RPGLIFE,RPG Life Sciences Limited,,EQ,NSE,Mainboard,2026-01-03
RPOWER,Reliance Power Limited,,EQ,NSE,Mainboard,2026-01-03
RPPINFRA,R.P.P. Infra Projects Limited,,EQ,NSE,Mainboard,2026-01-03
RPPL,Rajshree Polypack Limited,,EQ,NSE,Mainboard,2026-01-03
RPSGVENT,RPSG VENTURES LIMITED,,EQ,NSE,Mainboard,2026-01-03
RPTECH,Rashi Peripherals Limited,,EQ,NSE,Mainboard,2026-01-03
RRKABEL,R R Kabel Limited,,EQ,NSE,Mainboard,2026-01-03
RSSOFTWARE,R. S. Software (India) Limited,,EQ,NSE,Mainboard,2026-01-03
RSWM,RSWM Limited,,EQ,NSE,Mainboard,2026-01-03
RSYSTEMS,R Systems International Limited,,EQ,NSE,Mainboard,2026-01-03
RTL,Rama Telecom Limited,INE14W901010,SM,NSE,SME,2026-01-03
RTNINDIA,RattanIndia Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
RTNPOWER,RattanIndia Power Limited,,EQ,NSE,Mainboard,2026-01-03
RUBFILA,Rubfila International Limited,,EQ,NSE,Mainboard,2026-01-03
RUBICON,Rubicon Research Limited,,EQ,NSE,Mainboard,2026-01-03
RUBYMILLS,The Ruby Mills Limited,,EQ,NSE,Mainboard,2026-01-03
RUCHINFRA,Ruchi Infrastructure Limited,,EQ,NSE,Mainboard,2026-01-03
RUCHIRA,Ruchira Papers Limited,,EQ,NSE,Mainboard,2026-01-03
RUDRA,Rudra Global Infra Products Limited,,EQ,NSE,Mainboard,2026-01-03
RULKA,Rulka Electricals Limited,INE0R7301013,SM,NSE,SME,2026-01-03
RUPA,Rupa & Company Limited,,EQ,NSE,Mainboard,2026-01-03
RUSHIL,Rushil Decor Limited,,EQ,NSE,Mainboard,2026-01-03
RUSTOMJEE,Keystone Realtors Limited,,EQ,NSE,Mainboard,2026-01-03
RVHL,Ravinder Heights Limited,,EQ,NSE,Mainboard,2026-01-03
RVNL,Rail Vikas Nigam Limited,,EQ,NSE,Mainboard,2026-01-03
RVTH,Revathi Equipment India Limited,,EQ,NSE,Mainboard,2026-01-03
SAAKSHI,Saakshi Medtech and Panels Limited,INE0PSK01027,SM,NSE,SME,2026-01-03
SAATVIKGL,Saatvik Green Energy Limited,,EQ,NSE,Mainboard,2026-01-03
SABAR,Sabar Flex India Limited,INE0DZ101013,ST,NSE,SME,2026-01-03
SABEVENTS,Sab Events & Governance Now Media Limited,,BE,NSE,Mainboard,2026-01-03
SABTNL,Sri Adhikari Brothers Television Network Limited,,BE,NSE,Mainboard,2026-01-03
SACHEEROME,Sacheerome Limited,INE1ARD01016,ST,NSE,SME,2026-01-03
SADBHAV,Sadbhav Engineering Limited,,BE,NSE,Mainboard,2026-01-03
SADBHIN,Sadbhav Infrastructure Project Limited,,EQ,NSE,Mainboard,2026-01-03
SADHAV,Sadhav Shipping Limited,INE0K5H01010,SM,NSE,SME,2026-01-03
SADHNANIQ,Sadhana Nitrochem Limited,,EQ,NSE,Mainboard,2026-01-03
SAFARI,Safari Industries (India) Limited,,EQ,NSE,Mainboard,2026-01-03
SAFEENTP,Safe Enterprises Retail Fixtures Limited,INE17D601016,SM,NSE,SME,2026-01-03
SAGARDEEP,Sagardeep Alloys Limited,,EQ,NSE,Mainboard,2026-01-03
SAGCEM,Sagar Cements Limited,,EQ,NSE,Mainboard,2026-01-03
SAGILITY,SAGILITY LIMITED,,EQ,NSE,Mainboard,2026-01-03
SAHAJSOLAR,Sahaj Solar Limited,INE0P4701011,SM,NSE,SME,2026-01-03
SAHANA,Sahana System Limited,INE0LEX01011,SM,NSE,SME,2026-01-03
SAHASRA,Sahasra Electronic Solutions Limited,INE0RBQ01018,SM,NSE,SME,2026-01-03
SAHYADRI,Sahyadri Industries Limited,,EQ,NSE,Mainboard,2026-01-03
SAIFL,Sameera Agro And Infra Limited,INE0PZA01015,SM,NSE,SME,2026-01-03
SAIL,Steel Authority of India Limited,,EQ,NSE,Mainboard,2026-01-03
SAILIFE,Sai Life Sciences Limited,,EQ,NSE,Mainboard,2026-01-03
SAJHOTELS,Saj Hotels Limited,INE00MT01022,SM,NSE,SME,2026-01-03
SAKAR,Sakar Healthcare Limited,,EQ,NSE,Mainboard,2026-01-03
SAKHTISUG,Sakthi Sugars Limited,,EQ,NSE,Mainboard,2026-01-03
SAKSOFT,Saksoft Limited,,EQ,NSE,Mainboard,2026-01-03
SAKUMA,Sakuma Exports Limited,,EQ,NSE,Mainboard,2026-01-03
SALASAR,Salasar Techno Engineering Limited,,EQ,NSE,Mainboard,2026-01-03
SALONA,Salona Cotspin Limited,,EQ,NSE,Mainboard,2026-01-03
SALSTEEL,S.A.L. Steel Limited,,BE,NSE,Mainboard,2026-01-03
SALZERELEC,Salzer Electronics Limited,,EQ,NSE,Mainboard,2026-01-03
SAMAY,Samay Project Services Limited,INE124101010,ST,NSE,SME,2026-01-03
SAMBHAAV,Sambhaav Media Limited,,BE,NSE,Mainboard,2026-01-03
SAMBHV,Sambhv Steel Tubes Limited,,EQ,NSE,Mainboard,2026-01-03
SAMHI,Samhi Hotels Limited,,EQ,NSE,Mainboard,2026-01-03
SAMMAANCAP,Sammaan Capital Limited,,EQ,NSE,Mainboard,2026-01-03
SAMPANN,Sampann Utpadan India Limited,,EQ,NSE,Mainboard,2026-01-03
SANATHAN,Sanathan Textiles Limited,,EQ,NSE,Mainboard,2026-01-03
SANCO,Sanco Industries Limited,,BZ,NSE,Mainboard,2026-01-03
SANDESH,The Sandesh Limited,,EQ,NSE,Mainboard,2026-01-03
SANDHAR,Sandhar Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
SANDUMA,Sandur Manganese & Iron Ores Limited,,EQ,NSE,Mainboard,2026-01-03
SANGAMIND,Sangam (India) Limited,,EQ,NSE,Mainboard,2026-01-03
SANGANI,Sangani Hospitals Limited,INE0OVI01010,SM,NSE,SME,2026-01-03
SANGHIIND,Sanghi Industries Limited,,EQ,NSE,Mainboard,2026-01-03
SANGHVIMOV,Sanghvi Movers Limited,,EQ,NSE,Mainboard,2026-01-03
SANGINITA,Sanginita Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
SANOFI,Sanofi India Limited,,EQ,NSE,Mainboard,2026-01-03
SANOFICONR,Sanofi Consumer Healthcare India Limited,,EQ,NSE,Mainboard,2026-01-03
SANSERA,Sansera Engineering Limited,,EQ,NSE,Mainboard,2026-01-03
SANSTAR,Sanstar Limited,,EQ,NSE,Mainboard,2026-01-03
SANWARIA,Sanwaria Consumer Limited,,BZ,NSE,Mainboard,2026-01-03
SAPPHIRE,Sapphire Foods India Limited,,EQ,NSE,Mainboard,2026-01-03
SARDAEN,Sarda Energy & Minerals Limited,,EQ,NSE,Mainboard,2026-01-03
SAREGAMA,Saregama India Limited,,EQ,NSE,Mainboard,2026-01-03
SARLAPOLY,Sarla Performance Fibers Limited,,EQ,NSE,Mainboard,2026-01-03
SAROJA,Saroja Pharma Industries India Limited,INE0PCL01011,SM,NSE,SME,2026-01-03
SARTELE,Sar Televenture Limited,INE0PUC01020,SM,NSE,SME,2026-01-03
SARVESHWAR,Sarveshwar Foods Limited,,EQ,NSE,Mainboard,2026-01-03
SASKEN,Sasken Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
SASTASUNDR,Sastasundar Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
SATECH,S A Tech Software India Limited,INE0BSN01013,ST,NSE,SME,2026-01-03
SATIA,Satia Industries Limited,,EQ,NSE,Mainboard,2026-01-03
SATIN,Satin Creditcare Network Limited,,EQ,NSE,Mainboard,2026-01-03
SATIPOLY,Sati Poly Plast Limited,INE0RPM01017,SM,NSE,SME,2026-01-03
SATKARTAR,Sat Kartar Shopping Limited,INE0NB801022,SM,NSE,SME,2026-01-03
SATTVAENGG,Sattva Engineering Construction Limited,INE14DW01018,SM,NSE,SME,2026-01-03
SAURASHCEM,Saurashtra Cement Limited,,EQ,NSE,Mainboard,2026-01-03
SAVY,Savy Infra and Logistics Limited,INE0UCN01017,SM,NSE,SME,2026-01-03
SAWALIYA,Sawaliya Food Products Limited,INE10VS01016,SM,NSE,SME,2026-01-03
SBC,SBC Exports Limited,,EQ,NSE,Mainboard,2026-01-03
SBCL,Shivalik Bimetal Controls Limited,,EQ,NSE,Mainboard,2026-01-03
SBFC,SBFC Finance Limited,,EQ,NSE,Mainboard,2026-01-03
SBGLP,Suratwwala Business Group Limited,,EQ,NSE,Mainboard,2026-01-03
SBICARD,SBI Cards and Payment Services Limited,,EQ,NSE,Mainboard,2026-01-03
SBILIFE,SBI Life Insurance Company Limited,,EQ,NSE,Mainboard,2026-01-03
SBIN,State Bank of India,,EQ,NSE,Mainboard,2026-01-03
SCHAEFFLER,Schaeffler India Limited,,EQ,NSE,Mainboard,2026-01-03
SCHAND,S Chand And Company Limited,,EQ,NSE,Mainboard,2026-01-03
SCHNEIDER,Schneider Electric Infrastructure Limited,,EQ,NSE,Mainboard,2026-01-03
SCI,Shipping Corporation Of India Limited,,EQ,NSE,Mainboard,2026-01-03
SCILAL,Shipping Corporation of India Land and Assets Limited,,EQ,NSE,Mainboard,2026-01-03
SCML,Sharp Chucks and Machines Limited,INE460Q01014,ST,NSE,SME,2026-01-03
SCODATUBES,Scoda Tubes Limited,,EQ,NSE,Mainboard,2026-01-03
SCPL,Sheetal Cool Products Limited,,EQ,NSE,Mainboard,2026-01-03
SDBL,Som Distilleries & Breweries Limited,,EQ,NSE,Mainboard,2026-01-03
SDREAMS,S D Retail Limited,INE0X6F01017,SM,NSE,SME,2026-01-03
SEAMECLTD,Seamec Limited,,EQ,NSE,Mainboard,2026-01-03
SECMARK,SecMark Consultancy Limited,,EQ,NSE,Mainboard,2026-01-03
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,,BE,NSE,Mainboard,2026-01-03
SEJALLTD,Sejal Glass Limited,,BE,NSE,Mainboard,2026-01-03
SEL,Sungarner Energies Limited,INE0O3O01017,SM,NSE,SME,2026-01-03
SELLOWRAP,Sellowrap Industries Limited,INE0IJF01013,SM,NSE,SME,2026-01-03
SELMC,SEL Manufacturing Company Limited,,BE,NSE,Mainboard,2026-01-03
SEMAC,Semac Construction Limited,,EQ,NSE,Mainboard,2026-01-03
SENCO,Senco Gold Limited,,EQ,NSE,Mainboard,2026-01-03
SENORES,Senores Pharmaceuticals Limited,,EQ,NSE,Mainboard,2026-01-03
SEPC,SEPC Limited,,EQ,NSE,Mainboard,2026-01-03
SEQUENT,Sequent Scientific Limited,,EQ,NSE,Mainboard,2026-01-03
SERVICE,Service Care Limited,INE0P1Q01015,SM,NSE,SME,2026-01-03
SERVOTECH,Servotech Renewable Power System Limited,,EQ,NSE,Mainboard,2026-01-03
SESHAPAPER,Seshasayee Paper and Boards Limited,,EQ,NSE,Mainboard,2026-01-03
SETCO,Setco Automotive Limited,,EQ,NSE,Mainboard,2026-01-03
SETUINFRA,Setubandhan Infrastructure Limited,,BZ,NSE,Mainboard,2026-01-03
SEYAIND,Seya Industries Limited,,BE,NSE,Mainboard,2026-01-03
SFL,Sheela Foam Limited,,EQ,NSE,Mainboard,2026-01-03
SFML,Supreme Facility Management Limited,INE0U6N01014,SM,NSE,SME,2026-01-03
SGFIN,SG Finserve Limited,,EQ,NSE,Mainboard,2026-01-03
SGIL,Synergy Green Industries Limited,,EQ,NSE,Mainboard,2026-01-03
SGL,STL Global Limited,,EQ,NSE,Mainboard,2026-01-03
SGLTL,Standard Glass Lining Technology Limited,,EQ,NSE,Mainboard,2026-01-03
SGMART,SG Mart Limited,,EQ,NSE,Mainboard,2026-01-03
SHAH,Shah Metacorp Limited,,EQ,NSE,Mainboard,2026-01-03
SHAHALLOYS,Shah Alloys Limited,,EQ,NSE,Mainboard,2026-01-03
SHAILY,Shaily Engineering Plastics Limited,,EQ,NSE,Mainboard,2026-01-03
SHAIVAL,Shaival Reality Limited,INE262S01010,ST,NSE,SME,2026-01-03
SHAKTIPUMP,Shakti Pumps (India) Limited,,EQ,NSE,Mainboard,2026-01-03
SHALBY,Shalby Limited,,EQ,NSE,Mainboard,2026-01-03
SHALPAINTS,Shalimar Paints Limited,,EQ,NSE,Mainboard,2026-01-03
SHANKARA,Shankara Building Products Limited,,EQ,NSE,Mainboard,2026-01-03
SHANTHALA,Shanthala FMCG Products Limited,INE0Q9Q01017,ST,NSE,SME,2026-01-03
SHANTI,Shanti Overseas (India) Limited,,EQ,NSE,Mainboard,2026-01-03
SHANTIGEAR,Shanthi Gears Limited,,EQ,NSE,Mainboard,2026-01-03
SHANTIGOLD,Shanti Gold International Limited,,EQ,NSE,Mainboard,2026-01-03
SHARDACROP,Sharda Cropchem Limited,,EQ,NSE,Mainboard,2026-01-03
SHARDAMOTR,Sharda Motor Industries Limited,,EQ,NSE,Mainboard,2026-01-03
SHAREINDIA,Share India Securities Limited,,EQ,NSE,Mainboard,2026-01-03
SHEEL,Sheel Biotech Limited,INE0YJV01017,SM,NSE,SME,2026-01-03
SHEETAL,Sheetal Universal Limited,INE04VX01019,SM,NSE,SME,2026-01-03
SHEKHAWATI,Shekhawati Industries Limited,,EQ,NSE,Mainboard,2026-01-03
SHEMAROO,Shemaroo Entertainment Limited,,EQ,NSE,Mainboard,2026-01-03
SHERA,Shera Energy Limited,INE0MM001019,SM,NSE,SME,2026-01-03
SHETHJI,Shreeji Global FMCG Limited,INE1FL101016,SM,NSE,SME,2026-01-03
SHIGAN,Shigan Quantum Technologies Limited,INE03KJ01013,SM,NSE,SME,2026-01-03
SHILCTECH,Shilchar Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
SHILPAMED,Shilpa Medicare Limited,,EQ,NSE,Mainboard,2026-01-03
SHIVALIK,Shivalik Rasayan Limited,,EQ,NSE,Mainboard,2026-01-03
SHIVAMAUTO,Shivam Autotech Limited,,EQ,NSE,Mainboard,2026-01-03
SHIVAMILLS,Shiva Mills Limited,,EQ,NSE,Mainboard,2026-01-03
SHIVASHRIT,Shivashrit Foods Limited,INE1DLF01018,SM,NSE,SME,2026-01-03
SHIVATEX,Shiva Texyarn Limited,,EQ,NSE,Mainboard,2026-01-03
SHIVAUM,Shiv Aum Steels Limited,,EQ,NSE,Mainboard,2026-01-03
SHK,S H Kelkar and Company Limited,,EQ,NSE,Mainboard,2026-01-03
SHKSIL,Shri Hare-Krishna Sponge Iron Limited,INE0NON01025,SM,NSE,SME,2026-01-03
SHOPERSTOP,Shoppers Stop Limited,,EQ,NSE,Mainboard,2026-01-03
SHRADHA,Shradha Infraprojects Limited,,EQ,NSE,Mainboard,2026-01-03
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,,EQ,NSE,Mainboard,2026-01-03
