Symbol,Name,ISIN,Series,Exchange,Type,UpdatedAt
INE410P01011,10.0,,nan,BSE,SME,2026-01-03
INE411B01019,10.0,,nan,BSE,SME,2026-01-03
INE411D01015,10.0,,nan,BSE,SME,2026-01-03
INE411F01010,10.0,,nan,BSE,SME,2026-01-03
INE411H01032,1.0,,nan,BSE,SME,2026-01-03
INE411U01027,5.0,,nan,BSE,SME,2026-01-03
INE412D01013,10.0,,nan,BSE,SME,2026-01-03
INE412E01011,10.0,,nan,BSE,SME,2026-01-03
INE412G01024,1.0,,nan,BSE,SME,2026-01-03
INE412J01010,10.0,,nan,BSE,SME,2026-01-03
INE412U01025,2.0,,nan,BSE,SME,2026-01-03
INE413B01023,1.0,,nan,BSE,SME,2026-01-03
INE413C01013,10.0,,nan,BSE,SME,2026-01-03
INE413D01011,10.0,,nan,BSE,SME,2026-01-03
INE413F01016,10.0,,nan,BSE,SME,2026-01-03
INE413G01022,2.0,,nan,BSE,SME,2026-01-03
INE413X01035,10.0,,nan,BSE,SME,2026-01-03
INE414A01015,10.0,,nan,BSE,SME,2026-01-03
INE414C01045,1.0,,nan,BSE,SME,2026-01-03
INE414D01027,1.0,,nan,BSE,SME,2026-01-03
INE414G01012,10.0,,nan,BSE,SME,2026-01-03
INE414Y01015,10.0,,nan,BSE,SME,2026-01-03
INE415A01038,2.0,,nan,BSE,SME,2026-01-03
INE415B01044,1.0,,nan,BSE,SME,2026-01-03
INE415D01024,2.0,,nan,BSE,SME,2026-01-03
INE415G01027,10.0,,nan,BSE,SME,2026-01-03
INE415H01017,10.0,,nan,BSE,SME,2026-01-03
INE415I01015,10.0,,nan,BSE,SME,2026-01-03
INE416A01044,10.0,,nan,BSE,SME,2026-01-03
INE416D01022,1.0,,nan,BSE,SME,2026-01-03
INE416N01013,10.0,,nan,BSE,SME,2026-01-03
INE416X01012,10.0,,nan,BSE,SME,2026-01-03
INE417B01040,10.0,,nan,BSE,SME,2026-01-03
INE417C01014,10.0,,nan,BSE,SME,2026-01-03
INE417D01020,1.0,,nan,BSE,SME,2026-01-03
INE417E01010,10.0,,nan,BSE,SME,2026-01-03
INE417F01017,10.0,,nan,BSE,SME,2026-01-03
INE417N01011,10.0,,nan,BSE,SME,2026-01-03
INE417T01026,2.0,,nan,BSE,SME,2026-01-03
INE418B01048,1.0,,nan,BSE,SME,2026-01-03
INE418C01012,10.0,,nan,BSE,SME,2026-01-03
INE418D01010,10.0,,nan,BSE,SME,2026-01-03
INE418E01018,10.0,,nan,BSE,SME,2026-01-03
INE418H01029,2.0,,nan,BSE,SME,2026-01-03
INE418K01015,10.0,,nan,BSE,SME,2026-01-03
INE418L01047,2.0,,nan,BSE,SME,2026-01-03
INE418N01035,1.0,,nan,BSE,SME,2026-01-03
INE419D01026,2.0,,nan,BSE,SME,2026-01-03
INE419E01024,2.0,,nan,BSE,SME,2026-01-03
INE419H01019,10.0,,nan,BSE,SME,2026-01-03
INE419M01027,2.0,,nan,BSE,SME,2026-01-03
INE419U01012,2.0,,nan,BSE,SME,2026-01-03
INE420B01036,1.0,,nan,BSE,SME,2026-01-03
INE420C01059,1.0,,nan,BSE,SME,2026-01-03
INE421A01028,2.0,,nan,BSE,SME,2026-01-03
INE421C01016,10.0,,nan,BSE,SME,2026-01-03
INE421D01022,2.0,,nan,BSE,SME,2026-01-03
INE422D01012,10.0,,nan,BSE,SME,2026-01-03
INE422G01015,10.0,,nan,BSE,SME,2026-01-03
INE423A01024,1.0,,nan,BSE,SME,2026-01-03
INE423D01010,10.0,,nan,BSE,SME,2026-01-03
INE423K01015,10.0,,nan,BSE,SME,2026-01-03
INE423Y01016,10.0,,nan,BSE,SME,2026-01-03
INE424C01010,10.0,,nan,BSE,SME,2026-01-03
INE424H01027,5.0,,nan,BSE,SME,2026-01-03
INE424Z01011,10.0,,nan,BSE,SME,2026-01-03
INE425B01027,2.0,,nan,BSE,SME,2026-01-03
INE425C01017,10.0,,nan,BSE,SME,2026-01-03
INE425D01015,10.0,,nan,BSE,SME,2026-01-03
INE425E01013,10.0,,nan,BSE,SME,2026-01-03
INE425F01028,1.0,,nan,BSE,SME,2026-01-03
INE425H01016,10.0,,nan,BSE,SME,2026-01-03
INE425Y01011,10.0,,nan,BSE,SME,2026-01-03
INE426A01027,2.0,,nan,BSE,SME,2026-01-03
INE426D01013,10.0,,nan,BSE,SME,2026-01-03
INE426H01014,10.0,,nan,BSE,SME,2026-01-03
INE426Z01016,10.0,,nan,BSE,SME,2026-01-03
INE427C01021,2.0,,nan,BSE,SME,2026-01-03
INE427D01011,10.0,,nan,BSE,SME,2026-01-03
INE427E01027,10.0,,nan,BSE,SME,2026-01-03
INE427F01016,10.0,,nan,BSE,SME,2026-01-03
INE427T01025,1.0,,nan,BSE,SME,2026-01-03
INE427V01013,10.0,,nan,BSE,SME,2026-01-03
INE428B01021,5.0,,nan,BSE,SME,2026-01-03
INE428D01019,10.0,,nan,BSE,SME,2026-01-03
INE428P01013,10.0,,nan,BSE,SME,2026-01-03
INE428Q01011,10.0,,nan,BSE,SME,2026-01-03
INE428V01029,2.0,,nan,BSE,SME,2026-01-03
INE429B01011,10.0,,nan,BSE,SME,2026-01-03
INE429D01017,10.0,,nan,BSE,SME,2026-01-03
INE429E01023,2.0,,nan,BSE,SME,2026-01-03
INE429I01024,2.0,,nan,BSE,SME,2026-01-03
INE429K01012,10.0,,nan,BSE,SME,2026-01-03
INE429Q01019,10.0,,nan,BSE,SME,2026-01-03
INE429R01017,10.0,,nan,BSE,SME,2026-01-03
INE430F01010,10.0,,nan,BSE,SME,2026-01-03
INE430N01022,2.0,,nan,BSE,SME,2026-01-03
INE430R01023,1.0,,nan,BSE,SME,2026-01-03
INE432A01017,10.0,,nan,BSE,SME,2026-01-03
INE432F01032,1.0,,nan,BSE,SME,2026-01-03
INE432N01010,10.0,,nan,BSE,SME,2026-01-03
INE433G01020,2.0,,nan,BSE,SME,2026-01-03
INE434B01029,10.0,,nan,BSE,SME,2026-01-03
INE434C01027,2.0,,nan,BSE,SME,2026-01-03
INE435A01051,2.0,,nan,BSE,SME,2026-01-03
INE435C01024,1.0,,nan,BSE,SME,2026-01-03
INE435D01014,10.0,,nan,BSE,SME,2026-01-03
INE435E01020,1.0,,nan,BSE,SME,2026-01-03
INE435G01025,2.0,,nan,BSE,SME,2026-01-03
INE436A01026,5.0,,nan,BSE,SME,2026-01-03
INE436C01014,10.0,,nan,BSE,SME,2026-01-03
INE436N01029,5.0,,nan,BSE,SME,2026-01-03
INE436U01016,10.0,,nan,BSE,SME,2026-01-03
INE437A01024,5.0,,nan,BSE,SME,2026-01-03
INE437B01014,10.0,,nan,BSE,SME,2026-01-03
INE437C01012,10.0,,nan,BSE,SME,2026-01-03
INE437D01010,10.0,,nan,BSE,SME,2026-01-03
INE438A01022,1.0,,nan,BSE,SME,2026-01-03
INE438C01010,10.0,,nan,BSE,SME,2026-01-03
INE438E01032,2.0,,nan,BSE,SME,2026-01-03
INE438K01021,2.0,,nan,BSE,SME,2026-01-03
INE439A01020,1.0,,nan,BSE,SME,2026-01-03
INE439E01022,1.0,,nan,BSE,SME,2026-01-03
INE439G01019,10.0,,nan,BSE,SME,2026-01-03
INE439N01031,1.0,,nan,BSE,SME,2026-01-03
INE440A01010,10.0,,nan,BSE,SME,2026-01-03
INE440C01016,10.0,,nan,BSE,SME,2026-01-03
INE440E01012,10.0,,nan,BSE,SME,2026-01-03
INE440G01017,10.0,,nan,BSE,SME,2026-01-03
INE440L01017,10.0,,nan,BSE,SME,2026-01-03
INE440T01028,1.0,,nan,BSE,SME,2026-01-03
INE441C01014,10.0,,nan,BSE,SME,2026-01-03
INE441L01015,10.0,,nan,BSE,SME,2026-01-03
INE442C01012,10.0,,nan,BSE,SME,2026-01-03
INE442D01010,10.0,,nan,BSE,SME,2026-01-03
INE442H01029,5.0,,nan,BSE,SME,2026-01-03
INE442P01014,10.0,,nan,BSE,SME,2026-01-03
INE442U01014,10.0,,nan,BSE,SME,2026-01-03
INE442V01012,10.0,,nan,BSE,SME,2026-01-03
INE443A01030,1.0,,nan,BSE,SME,2026-01-03
INE443B01012,10.0,,nan,BSE,SME,2026-01-03
INE443C01010,10.0,,nan,BSE,SME,2026-01-03
INE443D01018,10.0,,nan,BSE,SME,2026-01-03
INE443E01016,10.0,,nan,BSE,SME,2026-01-03
INE443P01038,1.0,,nan,BSE,SME,2026-01-03
INE444D01016,10.0,,nan,BSE,SME,2026-01-03
INE444X01014,10.0,,nan,BSE,SME,2026-01-03
INE445C01015,10.0,,nan,BSE,SME,2026-01-03
INE445D01013,10.0,,nan,BSE,SME,2026-01-03
INE446A01025,5.0,,nan,BSE,SME,2026-01-03
INE446C01013,10.0,,nan,BSE,SME,2026-01-03
INE446D01011,10.0,,nan,BSE,SME,2026-01-03
INE446E01019,10.0,,nan,BSE,SME,2026-01-03
INE447A01015,10.0,,nan,BSE,SME,2026-01-03
INE448B01029,10.0,,nan,BSE,SME,2026-01-03
INE448D01025,1.0,,nan,BSE,SME,2026-01-03
INE448F01012,10.0,,nan,BSE,SME,2026-01-03
INE448G01010,10.0,,nan,BSE,SME,2026-01-03
INE449A01011,10.0,,nan,BSE,SME,2026-01-03
INE449C01025,2.0,,nan,BSE,SME,2026-01-03
INE449G01018,10.0,,nan,BSE,SME,2026-01-03
INE450D01021,5.0,,nan,BSE,SME,2026-01-03
INE450E01029,5.0,,nan,BSE,SME,2026-01-03
INE450G01024,2.0,,nan,BSE,SME,2026-01-03
INE450U01017,10.0,,nan,BSE,SME,2026-01-03
INE451A01017,10.0,,nan,BSE,SME,2026-01-03
INE451C01013,10.0,,nan,BSE,SME,2026-01-03
INE451D01029,2.0,,nan,BSE,SME,2026-01-03
INE451L01014,10.0,,nan,BSE,SME,2026-01-03
INE451S01027,1.0,,nan,BSE,SME,2026-01-03
INE452B01013,10.0,,nan,BSE,SME,2026-01-03
INE452L01012,10.0,,nan,BSE,SME,2026-01-03
INE452O01016,2.0,,nan,BSE,SME,2026-01-03
INE452S01025,2.0,,nan,BSE,SME,2026-01-03
INE452W01019,10.0,,nan,BSE,SME,2026-01-03
INE452Z01012,10.0,,nan,BSE,SME,2026-01-03
INE453B01029,2.0,,nan,BSE,SME,2026-01-03
INE453D01025,1.0,,nan,BSE,SME,2026-01-03
INE453S01015,10.0,,nan,BSE,SME,2026-01-03
INE454E01013,10.0,,nan,BSE,SME,2026-01-03
INE454F01010,10.0,,nan,BSE,SME,2026-01-03
INE454M01024,1.0,,nan,BSE,SME,2026-01-03
INE454P01035,2.0,,nan,BSE,SME,2026-01-03
INE455C01014,10.0,,nan,BSE,SME,2026-01-03
INE455H01013,10.0,,nan,BSE,SME,2026-01-03
INE455I01029,2.0,,nan,BSE,SME,2026-01-03
INE455K01017,10.0,,nan,BSE,SME,2026-01-03
INE456B01014,10.0,,nan,BSE,SME,2026-01-03
INE456D01010,10.0,,nan,BSE,SME,2026-01-03
INE456H01029,1000.0,,nan,BSE,SME,2026-01-03
INE456N01019,10.0,,nan,BSE,SME,2026-01-03
INE456Z01021,5.0,,nan,BSE,SME,2026-01-03
INE457A01014,10.0,,nan,BSE,SME,2026-01-03
INE457C01010,10.0,,nan,BSE,SME,2026-01-03
INE457D01018,10.0,,nan,BSE,SME,2026-01-03
INE457E01016,10.0,,nan,BSE,SME,2026-01-03
INE457F01013,10.0,,nan,BSE,SME,2026-01-03
INE457G01029,1.0,,nan,BSE,SME,2026-01-03
INE457H01027,1000.0,,nan,BSE,SME,2026-01-03
INE457L01029,1.0,,nan,BSE,SME,2026-01-03
INE457N01025,1.0,,nan,BSE,SME,2026-01-03
INE457P01020,1.0,,nan,BSE,SME,2026-01-03
INE458B01036,2.0,,nan,BSE,SME,2026-01-03
INE459A01010,10.0,,nan,BSE,SME,2026-01-03
INE459C01016,10.0,,nan,BSE,SME,2026-01-03
INE459E01012,10.0,,nan,BSE,SME,2026-01-03
INE459U01018,10.0,,nan,BSE,SME,2026-01-03
INE459Z01017,10.0,,nan,BSE,SME,2026-01-03
INE460C01014,10.0,,nan,BSE,SME,2026-01-03
INE460D01038,1.0,,nan,BSE,SME,2026-01-03
INE460H01021,1.0,,nan,BSE,SME,2026-01-03
INE461A01024,10.0,,nan,BSE,SME,2026-01-03
INE461B01014,10.0,,nan,BSE,SME,2026-01-03
INE461C01038,1.0,,nan,BSE,SME,2026-01-03
INE461D01028,2.0,,nan,BSE,SME,2026-01-03
INE461H01011,10.0,,nan,BSE,SME,2026-01-03
INE462A01022,10.0,,nan,BSE,SME,2026-01-03
INE462D01034,10.0,,nan,BSE,SME,2026-01-03
INE463A01038,1.0,,nan,BSE,SME,2026-01-03
INE463B01036,10.0,,nan,BSE,SME,2026-01-03
INE463D01016,10.0,,nan,BSE,SME,2026-01-03
INE463V01026,5.0,,nan,BSE,SME,2026-01-03
INE464A01036,5.0,,nan,BSE,SME,2026-01-03
INE464B01018,10.0,,nan,BSE,SME,2026-01-03
INE464D01014,10.0,,nan,BSE,SME,2026-01-03
INE464Z01017,10.0,,nan,BSE,SME,2026-01-03
INE465A01025,2.0,,nan,BSE,SME,2026-01-03
INE465H01012,10.0,,nan,BSE,SME,2026-01-03
INE465K01016,10.0,,nan,BSE,SME,2026-01-03
INE466D01019,10.0,,nan,BSE,SME,2026-01-03
INE466L01038,1.0,,nan,BSE,SME,2026-01-03
INE467B01029,1.0,,nan,BSE,SME,2026-01-03
INE467D01017,10.0,,nan,BSE,SME,2026-01-03
INE467X01023,10.0,,nan,BSE,SME,2026-01-03
INE468C01017,10.0,,nan,BSE,SME,2026-01-03
INE469A01019,10.0,,nan,BSE,SME,2026-01-03
INE469C01023,5.0,,nan,BSE,SME,2026-01-03
INE469D01013,10.0,,nan,BSE,SME,2026-01-03
INE469F01026,2.0,,nan,BSE,SME,2026-01-03
INE470A01017,10.0,,nan,BSE,SME,2026-01-03
INE470N01010,10.0,,nan,BSE,SME,2026-01-03
INE470Y01017,5.0,,nan,BSE,SME,2026-01-03
INE471D01019,10.0,,nan,BSE,SME,2026-01-03
INE471R01019,10.0,,nan,BSE,SME,2026-01-03
INE471W01019,10.0,,nan,BSE,SME,2026-01-03
INE472A01039,2.0,,nan,BSE,SME,2026-01-03
INE472B01011,10.0,,nan,BSE,SME,2026-01-03
INE472C01027,10.0,,nan,BSE,SME,2026-01-03
INE472D01017,10.0,,nan,BSE,SME,2026-01-03
INE472M01018,10.0,,nan,BSE,SME,2026-01-03
INE473A01011,10.0,,nan,BSE,SME,2026-01-03
INE473B01035,1.0,,nan,BSE,SME,2026-01-03
INE473C01025,10.0,,nan,BSE,SME,2026-01-03
INE473D01015,10.0,,nan,BSE,SME,2026-01-03
INE473E01021,1.0,,nan,BSE,SME,2026-01-03
INE473T01011,10.0,,nan,BSE,SME,2026-01-03
INE474C01023,2.0,,nan,BSE,SME,2026-01-03
INE474D01013,10.0,,nan,BSE,SME,2026-01-03
INE474E01029,1.0,,nan,BSE,SME,2026-01-03
INE474H01014,10.0,,nan,BSE,SME,2026-01-03
INE474L01016,10.0,,nan,BSE,SME,2026-01-03
INE474O01010,10.0,,nan,BSE,SME,2026-01-03
INE474Q01031,2.0,,nan,BSE,SME,2026-01-03
INE475B01022,2.0,,nan,BSE,SME,2026-01-03
INE475C01012,10.0,,nan,BSE,SME,2026-01-03
INE475D01010,10.0,,nan,BSE,SME,2026-01-03
INE475E01026,2.0,,nan,BSE,SME,2026-01-03
INE475V01012,10.0,,nan,BSE,SME,2026-01-03
INE476A01022,2.0,,nan,BSE,SME,2026-01-03
INE477A01020,2.0,,nan,BSE,SME,2026-01-03
INE477B01010,10.0,,nan,BSE,SME,2026-01-03
INE478D01014,10.0,,nan,BSE,SME,2026-01-03
INE479A01018,10.0,,nan,BSE,SME,2026-01-03
INE479D01038,1.0,,nan,BSE,SME,2026-01-03
INE480C01038,2.0,,nan,BSE,SME,2026-01-03
INE480D01010,10.0,,nan,BSE,SME,2026-01-03
INE480H01011,10.0,,nan,BSE,SME,2026-01-03
INE480M01011,10.0,,nan,BSE,SME,2026-01-03
INE480S01026,5.0,,nan,BSE,SME,2026-01-03
INE481G01011,10.0,,nan,BSE,SME,2026-01-03
INE481N01025,2.0,,nan,BSE,SME,2026-01-03
INE481Y01014,5.0,,nan,BSE,SME,2026-01-03
INE482A01020,10.0,,nan,BSE,SME,2026-01-03
INE482B01010,10.0,,nan,BSE,SME,2026-01-03
INE482D01024,2.0,,nan,BSE,SME,2026-01-03
INE482J01021,1.0,,nan,BSE,SME,2026-01-03
INE482O01021,10.0,,nan,BSE,SME,2026-01-03
INE483A01010,10.0,,nan,BSE,SME,2026-01-03
INE483B01026,2.0,,nan,BSE,SME,2026-01-03
INE483C01032,1.0,,nan,BSE,SME,2026-01-03
INE483D01014,10.0,,nan,BSE,SME,2026-01-03
INE483S01020,1.0,,nan,BSE,SME,2026-01-03
INE484C01030,2.0,,nan,BSE,SME,2026-01-03
INE484D01012,10.0,,nan,BSE,SME,2026-01-03
INE484I01029,10.0,,nan,BSE,SME,2026-01-03
INE484J01027,5.0,,nan,BSE,SME,2026-01-03
INE484S01010,10.0,,nan,BSE,SME,2026-01-03
INE485A01015,10.0,,nan,BSE,SME,2026-01-03
INE485C01029,2.0,,nan,BSE,SME,2026-01-03
INE485K01022,1.0,,nan,BSE,SME,2026-01-03
INE486A01021,1.0,,nan,BSE,SME,2026-01-03
INE486D01017,10.0,,nan,BSE,SME,2026-01-03
INE486F01012,10.0,,nan,BSE,SME,2026-01-03
INE486I01016,10.0,,nan,BSE,SME,2026-01-03
INE486R01017,10.0,,nan,BSE,SME,2026-01-03
INE487B01019,10.0,,nan,BSE,SME,2026-01-03
INE487G01018,10.0,,nan,BSE,SME,2026-01-03
INE488A01050,5.0,,nan,BSE,SME,2026-01-03
INE488B01017,10.0,,nan,BSE,SME,2026-01-03
INE488C01015,10.0,,nan,BSE,SME,2026-01-03
INE488D01021,1.0,,nan,BSE,SME,2026-01-03
INE488V01015,10.0,,nan,BSE,SME,2026-01-03
INE489B01031,2.0,,nan,BSE,SME,2026-01-03
INE489D01011,10.0,,nan,BSE,SME,2026-01-03
INE489F01016,10.0,,nan,BSE,SME,2026-01-03
INE489G01022,5.0,,nan,BSE,SME,2026-01-03
INE489L01022,2.0,,nan,BSE,SME,2026-01-03
INE490A01015,10.0,,nan,BSE,SME,2026-01-03
INE490G01020,10.0,,nan,BSE,SME,2026-01-03
INE490Z01012,10.0,,nan,BSE,SME,2026-01-03
INE491A01021,1.0,,nan,BSE,SME,2026-01-03
INE491C01027,2.0,,nan,BSE,SME,2026-01-03
INE491J01022,2.0,,nan,BSE,SME,2026-01-03
INE491N01016,100.0,,nan,BSE,SME,2026-01-03
INE492A01029,10.0,,nan,BSE,SME,2026-01-03
INE492N01022,5.0,,nan,BSE,SME,2026-01-03
INE492Y01011,10.0,,nan,BSE,SME,2026-01-03
INE492Z01018,10.0,,nan,BSE,SME,2026-01-03
INE493B01017,10.0,,nan,BSE,SME,2026-01-03
INE493D01013,10.0,,nan,BSE,SME,2026-01-03
INE493H01014,10.0,,nan,BSE,SME,2026-01-03
INE493N01012,10.0,,nan,BSE,SME,2026-01-03
INE494B01023,1.0,,nan,BSE,SME,2026-01-03
INE494D01011,10.0,,nan,BSE,SME,2026-01-03
INE495A01022,2.0,,nan,BSE,SME,2026-01-03
INE495B01038,1.0,,nan,BSE,SME,2026-01-03
INE495C01010,10.0,,nan,BSE,SME,2026-01-03
INE495D01018,10.0,,nan,BSE,SME,2026-01-03
INE495M01019,10.0,,nan,BSE,SME,2026-01-03
INE495P01020,2.0,,nan,BSE,SME,2026-01-03
INE495S01016,10.0,,nan,BSE,SME,2026-01-03
INE495Z01011,10.0,,nan,BSE,SME,2026-01-03
INE496M01017,10.0,,nan,BSE,SME,2026-01-03
INE497B01018,10.0,,nan,BSE,SME,2026-01-03
INE497C01016,10.0,,nan,BSE,SME,2026-01-03
INE497D01022,5.0,,nan,BSE,SME,2026-01-03
INE497E01020,1.0,,nan,BSE,SME,2026-01-03
INE497M01015,10.0,,nan,BSE,SME,2026-01-03
INE497S01012,10.0,,nan,BSE,SME,2026-01-03
INE498A01018,10.0,,nan,BSE,SME,2026-01-03
INE498B01024,5.0,,nan,BSE,SME,2026-01-03
INE498D01012,10.0,,nan,BSE,SME,2026-01-03
INE498E01010,10.0,,nan,BSE,SME,2026-01-03
INE498G01015,10.0,,nan,BSE,SME,2026-01-03
INE498L01015,10.0,,nan,BSE,SME,2026-01-03
INE498Q01014,10.0,,nan,BSE,SME,2026-01-03
INE499A01024,2.0,,nan,BSE,SME,2026-01-03
INE499G01013,10.0,,nan,BSE,SME,2026-01-03
INE499Q01012,10.0,,nan,BSE,SME,2026-01-03
INE500A01029,2.0,,nan,BSE,SME,2026-01-03
INE500C01017,10.0,,nan,BSE,SME,2026-01-03
INE500D01015,10.0,,nan,BSE,SME,2026-01-03
INE500L01026,10.0,,nan,BSE,SME,2026-01-03
INE501A01019,10.0,,nan,BSE,SME,2026-01-03
INE501D01013,10.0,,nan,BSE,SME,2026-01-03
INE501F01018,10.0,,nan,BSE,SME,2026-01-03
INE501G01024,2.0,,nan,BSE,SME,2026-01-03
INE501L01024,10.0,,nan,BSE,SME,2026-01-03
INE501N01020,1.0,,nan,BSE,SME,2026-01-03
INE501Y01019,10.0,,nan,BSE,SME,2026-01-03
INE502C01039,1.0,,nan,BSE,SME,2026-01-03
INE502D01011,10.0,,nan,BSE,SME,2026-01-03
INE503A01015,10.0,,nan,BSE,SME,2026-01-03
INE503B01021,1.0,,nan,BSE,SME,2026-01-03
INE503D01027,1.0,,nan,BSE,SME,2026-01-03
INE505A01010,10.0,,nan,BSE,SME,2026-01-03
INE505C01016,10.0,,nan,BSE,SME,2026-01-03
INE505V01016,10.0,,nan,BSE,SME,2026-01-03
INE505Y01010,10.0,,nan,BSE,SME,2026-01-03
INE505Y20010,0.05,,nan,BSE,SME,2026-01-03
INE506A01018,10.0,,nan,BSE,SME,2026-01-03
INE506D01020,1.0,,nan,BSE,SME,2026-01-03
INE506V01022,1.0,,nan,BSE,SME,2026-01-03
INE506Z01015,10.0,,nan,BSE,SME,2026-01-03
INE507D01010,10.0,,nan,BSE,SME,2026-01-03
INE507F01023,1.0,,nan,BSE,SME,2026-01-03
INE508G01029,1.0,,nan,BSE,SME,2026-01-03
INE508J01015,10.0,,nan,BSE,SME,2026-01-03
INE508K01013,10.0,,nan,BSE,SME,2026-01-03
INE508N01025,1.0,,nan,BSE,SME,2026-01-03
INE508R01018,10.0,,nan,BSE,SME,2026-01-03
INE508W01018,10.0,,nan,BSE,SME,2026-01-03
INE509C01026,1.0,,nan,BSE,SME,2026-01-03
INE509F01029,1.0,,nan,BSE,SME,2026-01-03
INE510A01028,5.0,,nan,BSE,SME,2026-01-03
INE510B01018,10.0,,nan,BSE,SME,2026-01-03
INE510H01015,10.0,,nan,BSE,SME,2026-01-03
INE510P01018,10.0,,nan,BSE,SME,2026-01-03
INE510U01018,10.0,,nan,BSE,SME,2026-01-03
INE510W01014,10.0,,nan,BSE,SME,2026-01-03
INE511C01022,2.0,,nan,BSE,SME,2026-01-03
INE511D01012,10.0,,nan,BSE,SME,2026-01-03
INE511J01027,5.0,,nan,BSE,SME,2026-01-03
INE512A01016,10.0,,nan,BSE,SME,2026-01-03
INE512B01022,1.0,,nan,BSE,SME,2026-01-03
INE512D01028,1.0,,nan,BSE,SME,2026-01-03
INE513A01022,2.0,,nan,BSE,SME,2026-01-03
INE513C01010,10.0,,nan,BSE,SME,2026-01-03
INE513E01024,10.0,,nan,BSE,SME,2026-01-03
INE513R01026,1.0,,nan,BSE,SME,2026-01-03
INE514C01026,1.0,,nan,BSE,SME,2026-01-03
INE515A01019,10.0,,nan,BSE,SME,2026-01-03
INE515B01025,1.0,,nan,BSE,SME,2026-01-03
INE515C01023,2.0,,nan,BSE,SME,2026-01-03
INE515H01014,10.0,,nan,BSE,SME,2026-01-03
INE516A01017,10.0,,nan,BSE,SME,2026-01-03
INE516D01011,10.0,,nan,BSE,SME,2026-01-03
INE516E01019,10.0,,nan,BSE,SME,2026-01-03
INE516F01016,10.0,,nan,BSE,SME,2026-01-03
INE516P01015,1.0,,nan,BSE,SME,2026-01-03
INE517B01013,10.0,,nan,BSE,SME,2026-01-03
INE517D01019,10.0,,nan,BSE,SME,2026-01-03
INE517F01014,10.0,,nan,BSE,SME,2026-01-03
INE518A01013,10.0,,nan,BSE,SME,2026-01-03
INE518E01015,10.0,,nan,BSE,SME,2026-01-03
INE519A01011,10.0,,nan,BSE,SME,2026-01-03
INE519C01017,10.0,,nan,BSE,SME,2026-01-03
INE519D01015,10.0,,nan,BSE,SME,2026-01-03
INE519N01014,10.0,,nan,BSE,SME,2026-01-03
INE520A01027,2.0,,nan,BSE,SME,2026-01-03
INE521J01018,10.0,,nan,BSE,SME,2026-01-03
INE521L01030,10.0,,nan,BSE,SME,2026-01-03
INE522D01027,2.0,,nan,BSE,SME,2026-01-03
INE522F01014,10.0,,nan,BSE,SME,2026-01-03
INE523B01011,5.0,,nan,BSE,SME,2026-01-03
INE523I01016,10.0,,nan,BSE,SME,2026-01-03
INE523K01012,10.0,,nan,BSE,SME,2026-01-03
INE523W01017,10.0,,nan,BSE,SME,2026-01-03
INE524A01029,1.0,,nan,BSE,SME,2026-01-03
INE524B01027,5.0,,nan,BSE,SME,2026-01-03
INE524L01026,2.0,,nan,BSE,SME,2026-01-03
INE524N01014,10.0,,nan,BSE,SME,2026-01-03
INE524T01011,10.0,,nan,BSE,SME,2026-01-03
INE525B01016,10.0,,nan,BSE,SME,2026-01-03
INE525F01025,1.0,,nan,BSE,SME,2026-01-03
INE526B01014,10.0,,nan,BSE,SME,2026-01-03
INE526C01012,10.0,,nan,BSE,SME,2026-01-03
INE526E01018,10.0,,nan,BSE,SME,2026-01-03
INE526G01021,2.0,,nan,BSE,SME,2026-01-03
INE526H01011,10.0,,nan,BSE,SME,2026-01-03
INE526R01028,5.0,,nan,BSE,SME,2026-01-03
INE527B01020,1.0,,nan,BSE,SME,2026-01-03
INE527H01019,10.0,,nan,BSE,SME,2026-01-03
INE528C01018,10.0,,nan,BSE,SME,2026-01-03
INE528E01022,1.0,,nan,BSE,SME,2026-01-03
INE528G01035,2.0,,nan,BSE,SME,2026-01-03
INE529A01010,10.0,,nan,BSE,SME,2026-01-03
INE529D01014,10.0,,nan,BSE,SME,2026-01-03
INE529F01035,10.0,,nan,BSE,SME,2026-01-03
INE529I01021,1.0,,nan,BSE,SME,2026-01-03
INE530B01024,2.0,,nan,BSE,SME,2026-01-03
INE530D01012,10.0,,nan,BSE,SME,2026-01-03
INE531A01024,1.0,,nan,BSE,SME,2026-01-03
INE531D01010,10.0,,nan,BSE,SME,2026-01-03
INE531E01026,5.0,,nan,BSE,SME,2026-01-03
INE531F01023,2.0,,nan,BSE,SME,2026-01-03
INE531X01018,10.0,,nan,BSE,SME,2026-01-03
INE532B01020,4.0,,nan,BSE,SME,2026-01-03
INE532F01054,1.0,,nan,BSE,SME,2026-01-03
INE532U01012,100.0,,nan,BSE,SME,2026-01-03
INE533A01012,10.0,,nan,BSE,SME,2026-01-03
INE533B01028,10.0,,nan,BSE,SME,2026-01-03
INE533C01018,10.0,,nan,BSE,SME,2026-01-03
INE533D01032,1.0,,nan,BSE,SME,2026-01-03
INE534D01014,10.0,,nan,BSE,SME,2026-01-03
INE534E01020,5.0,,nan,BSE,SME,2026-01-03
INE535C01013,10.0,,nan,BSE,SME,2026-01-03
INE535D01037,1.0,,nan,BSE,SME,2026-01-03
INE535F01024,1.0,,nan,BSE,SME,2026-01-03
INE536A01023,5.0,,nan,BSE,SME,2026-01-03
